"rep","node","model1","model2","identity","blens","system"
35,6,"best","poisson",97.3684210526316,0.2,"SR"
35,5,"best","ER",97.3684210526316,0.2,"SR"
35,6,"best","ER",100,0.2,"SR"
35,5,"best","kSR",94.7368421052632,0.2,"SR"
35,6,"best","kSR",96.0526315789474,0.2,"SR"
35,5,"poisson","ER",96.0526315789474,0.2,"SR"
35,6,"poisson","ER",97.3684210526316,0.2,"SR"
35,5,"poisson","kSR",93.4210526315789,0.2,"SR"
35,6,"poisson","kSR",98.6842105263158,0.2,"SR"
35,5,"ER","kSR",97.3684210526316,0.2,"SR"
35,6,"ER","kSR",96.0526315789474,0.2,"SR"
36,5,"best","poisson",92.1052631578947,0.2,"SR"
36,6,"best","poisson",93.4210526315789,0.2,"SR"
36,5,"best","ER",96.0526315789474,0.2,"SR"
36,6,"best","ER",98.6842105263158,0.2,"SR"
36,5,"best","kSR",96.0526315789474,0.2,"SR"
36,6,"best","kSR",97.3684210526316,0.2,"SR"
36,5,"poisson","ER",93.4210526315789,0.2,"SR"
36,6,"poisson","ER",92.1052631578947,0.2,"SR"
36,5,"poisson","kSR",93.4210526315789,0.2,"SR"
36,6,"poisson","kSR",92.1052631578947,0.2,"SR"
36,5,"ER","kSR",100,0.2,"SR"
36,6,"ER","kSR",98.6842105263158,0.2,"SR"
37,5,"best","poisson",92.1052631578947,0.2,"SR"
37,6,"best","poisson",90.7894736842105,0.2,"SR"
37,5,"best","ER",96.0526315789474,0.2,"SR"
37,6,"best","ER",96.0526315789474,0.2,"SR"
37,5,"best","kSR",94.7368421052632,0.2,"SR"
37,6,"best","kSR",96.0526315789474,0.2,"SR"
37,5,"poisson","ER",93.4210526315789,0.2,"SR"
37,6,"poisson","ER",93.4210526315789,0.2,"SR"
37,5,"poisson","kSR",90.7894736842105,0.2,"SR"
37,6,"poisson","kSR",90.7894736842105,0.2,"SR"
37,5,"ER","kSR",97.3684210526316,0.2,"SR"
37,6,"ER","kSR",97.3684210526316,0.2,"SR"
38,5,"best","poisson",93.4210526315789,0.2,"SR"
38,6,"best","poisson",93.4210526315789,0.2,"SR"
38,5,"best","ER",93.4210526315789,0.2,"SR"
38,6,"best","ER",96.0526315789474,0.2,"SR"
38,5,"best","kSR",93.4210526315789,0.2,"SR"
