"model","rep","total_blens","mean_blens","blens","system"
"best","1","1.055176","0.2110352",0.2,"HA"
"best","2","1.078746","0.2157492",0.2,"HA"
"best","3","0.999381","0.1998762",0.2,"HA"
"best","4","0.942181","0.1884362",0.2,"HA"
"best","5","0.967203","0.1934406",0.2,"HA"
"best","6","0.894331","0.1788662",0.2,"HA"
"best","7","1.011167","0.2022334",0.2,"HA"
"best","8","0.927981","0.1855962",0.2,"HA"
"best","9","0.785096","0.1570192",0.2,"HA"
"best","10","0.955067","0.1910134",0.2,"HA"
"best","11","1.018281","0.2036562",0.2,"HA"
"best","12","1.015513","0.2031026",0.2,"HA"
"best","13","0.850238","0.1700476",0.2,"HA"
"best","14","1.047807","0.2095614",0.2,"HA"
"best","15","1.016108","0.2032216",0.2,"HA"
"best","16","0.993362","0.1986724",0.2,"HA"
"best","17","1.025423","0.2050846",0.2,"HA"
"best","18","1.011155","0.202231",0.2,"HA"
"best","19","0.916888","0.1833776",0.2,"HA"
"best","20","1.058644","0.2117288",0.2,"HA"
"best","21","1.271999","0.2543998",0.2,"HA"
"best","22","1.167181","0.2334362",0.2,"HA"
"best","23","0.892528","0.1785056",0.2,"HA"
"best","24","0.994682","0.1989364",0.2,"HA"
"best","25","0.99869","0.199738",0.2,"HA"
"best","26","1.014875","0.202975",0.2,"HA"
"best","27","1.062897","0.2125794",0.2,"HA"
"best","28","1.00403","0.200806",0.2,"HA"
"best","29","1.033216","0.2066432",0.2,"HA"
"best","30","0.997039","0.1994078",0.2,"HA"
"best","31","0.899334","0.1798668",0.2,"HA"
"best","32","1.011337","0.2022674",0.2,"HA"
"best","33","1.127153","0.2254306",0.2,"HA"
"best","34","1.039074","0.2078148",0.2,"HA"
"best","35","1.024022","0.2048044",0.2,"HA"
"best","36","0.985123","0.1970246",0.2,"HA"
"best","37","1.075875","0.215175",0.2,"HA"
"best","38","1.089549","0.2179098",0.2,"HA"
"best","39","0.928699","0.1857398",0.2,"HA"
"best","40","1.02351","0.204702",0.2,"HA"
"best","41","1.132105","0.226421",0.2,"HA"
"best","42","1.213787","0.2427574",0.2,"HA"
"best","43","0.929048","0.1858096",0.2,"HA"
"best","44","1.146459","0.2292918",0.2,"HA"
"best","45","0.84377","0.168754",0.2,"HA"
"best","46","0.962017","0.1924034",0.2,"HA"
"best","47","1.059035","0.211807",0.2,"HA"
"best","48","0.998049","0.1996098",0.2,"HA"
"best","49","1.077672","0.2155344",0.2,"HA"
"best","50","1.011335","0.202267",0.2,"HA"
"best","51","0.96775","0.19355",0.2,"HA"
"best","52","1.021302","0.2042604",0.2,"HA"
"best","53","1.052972","0.2105944",0.2,"HA"
"best","54","0.925402","0.1850804",0.2,"HA"
"best","55","0.964447","0.1928894",0.2,"HA"
"best","56","1.124869","0.2249738",0.2,"HA"
"best","57","1.019541","0.2039082",0.2,"HA"
"best","58","1.169096","0.2338192",0.2,"HA"
"best","59","0.850939","0.1701878",0.2,"HA"
"best","60","1.026251","0.2052502",0.2,"HA"
"best","61","1.021497","0.2042994",0.2,"HA"
"best","62","1.105859","0.2211718",0.2,"HA"
"best","63","0.924702","0.1849404",0.2,"HA"
"best","64","1.006733","0.2013466",0.2,"HA"
