"category","proportion","system","blens"
"Same error",0.0586181818181818,"HA",0.2
"Different error",0.00572727272727273,"HA",0.2
"Only SH correct",0.00680909090909091,"HA",0.2
"Only SS correct",0.0103727272727273,"HA",0.2
