"category","proportion","system","blens"
"Same error",0.0608736263736264,"RBD",0.2
"Different error",0.0105494505494505,"RBD",0.2
"Only SH correct",0.00829120879120879,"RBD",0.2
"Only SS correct",0.0113021978021978,"RBD",0.2
