"rep","node","model1","model2","identity","blens","system"
25,6,"poisson","H3",94.9090909090909,0.2,"HA"
25,5,"H1","H3",98.7272727272727,0.2,"HA"
25,6,"H1","H3",98.7272727272727,0.2,"HA"
26,5,"best","poisson",95.0909090909091,0.2,"HA"
26,6,"best","poisson",95.2727272727273,0.2,"HA"
26,5,"best","H1",97.8181818181818,0.2,"HA"
26,6,"best","H1",97.4545454545455,0.2,"HA"
26,5,"best","H3",97.6363636363636,0.2,"HA"
26,6,"best","H3",97.8181818181818,0.2,"HA"
26,5,"poisson","H1",94.3636363636364,0.2,"HA"
26,6,"poisson","H1",94.7272727272727,0.2,"HA"
26,5,"poisson","H3",94.9090909090909,0.2,"HA"
26,6,"poisson","H3",95.0909090909091,0.2,"HA"
26,5,"H1","H3",98,0.2,"HA"
26,6,"H1","H3",99.2727272727273,0.2,"HA"
27,5,"best","poisson",94.7272727272727,0.2,"HA"
27,6,"best","poisson",95.4545454545455,0.2,"HA"
27,5,"best","H1",96.7272727272727,0.2,"HA"
27,6,"best","H1",98.5454545454545,0.2,"HA"
27,5,"best","H3",96.7272727272727,0.2,"HA"
27,6,"best","H3",98.5454545454545,0.2,"HA"
27,5,"poisson","H1",95.0909090909091,0.2,"HA"
27,6,"poisson","H1",95.0909090909091,0.2,"HA"
27,5,"poisson","H3",95.0909090909091,0.2,"HA"
27,6,"poisson","H3",94.9090909090909,0.2,"HA"
27,5,"H1","H3",99.0909090909091,0.2,"HA"
27,6,"H1","H3",99.0909090909091,0.2,"HA"
28,5,"best","poisson",95.0909090909091,0.2,"HA"
28,6,"best","poisson",93.0909090909091,0.2,"HA"
28,5,"best","H1",97.2727272727273,0.2,"HA"
28,6,"best","H1",96.7272727272727,0.2,"HA"
28,5,"best","H3",96.9090909090909,0.2,"HA"
28,6,"best","H3",97.2727272727273,0.2,"HA"
28,5,"poisson","H1",95.0909090909091,0.2,"HA"
28,6,"poisson","H1",93.4545454545455,0.2,"HA"
28,5,"poisson","H3",95.2727272727273,0.2,"HA"
28,6,"poisson","H3",93.2727272727273,0.2,"HA"
28,5,"H1","H3",99.0909090909091,0.2,"HA"
28,6,"H1","H3",99.2727272727273,0.2,"HA"
29,5,"best","poisson",94,0.2,"HA"
29,6,"best","poisson",94,0.2,"HA"
29,5,"best","H1",98,0.2,"HA"
29,6,"best","H1",97.2727272727273,0.2,"HA"
29,5,"best","H3",98,0.2,"HA"
29,6,"best","H3",97.0909090909091,0.2,"HA"
29,5,"poisson","H1",93.8181818181818,0.2,"HA"
29,6,"poisson","H1",93.2727272727273,0.2,"HA"
29,5,"poisson","H3",94.3636363636364,0.2,"HA"
29,6,"poisson","H3",93.6363636363636,0.2,"HA"
29,5,"H1","H3",98.9090909090909,0.2,"HA"
29,6,"H1","H3",98.5454545454545,0.2,"HA"
30,5,"best","poisson",94.9090909090909,0.2,"HA"
30,6,"best","poisson",94.7272727272727,0.2,"HA"
30,5,"best","H1",97.2727272727273,0.2,"HA"
30,6,"best","H1",96.7272727272727,0.2,"HA"
30,5,"best","H3",97.6363636363636,0.2,"HA"
30,6,"best","H3",97.0909090909091,0.2,"HA"
30,5,"poisson","H1",94.7272727272727,0.2,"HA"
30,6,"poisson","H1",95.2727272727273,0.2,"HA"
30,5,"poisson","H3",94.5454545454545,0.2,"HA"
30,6,"poisson","H3",95.2727272727273,0.2,"HA"
30,5,"H1","H3",99.0909090909091,0.2,"HA"
30,6,"H1","H3",99.4545454545455,0.2,"HA"
31,5,"best","poisson",97.0909090909091,0.2,"HA"
31,6,"best","poisson",96.7272727272727,0.2,"HA"
31,5,"best","H1",98.5454545454545,0.2,"HA"
31,6,"best","H1",98.9090909090909,0.2,"HA"
31,5,"best","H3",99.2727272727273,0.2,"HA"
31,6,"best","H3",99.0909090909091,0.2,"HA"
31,5,"poisson","H1",96.3636363636364,0.2,"HA"
31,6,"poisson","H1",96.1818181818182,0.2,"HA"
31,5,"poisson","H3",96.9090909090909,0.2,"HA"
31,6,"poisson","H3",96.5454545454545,0.2,"HA"
31,5,"H1","H3",98.9090909090909,0.2,"HA"
31,6,"H1","H3",99.0909090909091,0.2,"HA"
32,5,"best","poisson",93.2727272727273,0.2,"HA"
32,6,"best","poisson",94.7272727272727,0.2,"HA"
32,5,"best","H1",97.4545454545455,0.2,"HA"
32,6,"best","H1",98.5454545454545,0.2,"HA"
