"bin_midpoint","model","prop_true","total_elements","prop_correct","blens","system"
0.025,"RBD",4462,623245,0.00715930332373304,0.2,"RBD"
0.075,"RBD",2530,32280,0.0783767038413879,0.2,"RBD"
0.125,"RBD",1855,14621,0.126872306955749,0.2,"RBD"
0.175,"RBD",1530,8516,0.179661813057774,0.2,"RBD"
0.225,"RBD",1240,5820,0.213058419243986,0.2,"RBD"
0.275,"RBD",1219,4393,0.277486910994764,0.2,"RBD"
0.325,"RBD",1201,3743,0.32086561581619,0.2,"RBD"
0.375,"RBD",1130,3012,0.375166002656042,0.2,"RBD"
0.425,"RBD",1039,2630,0.395057034220532,0.2,"RBD"
0.475,"RBD",1077,2419,0.445225299710624,0.2,"RBD"
0.525,"RBD",1023,2131,0.480056311590802,0.2,"RBD"
0.575,"RBD",1210,2147,0.56357708430368,0.2,"RBD"
0.625,"RBD",1246,2114,0.589403973509934,0.2,"RBD"
0.675,"RBD",1474,2279,0.646774901272488,0.2,"RBD"
0.725,"RBD",1806,2500,0.7224,0.2,"RBD"
0.775,"RBD",2454,3242,0.756940160394818,0.2,"RBD"
0.825,"RBD",3731,4580,0.814628820960699,0.2,"RBD"
0.875,"RBD",6058,6980,0.867908309455587,0.2,"RBD"
0.925,"RBD",10258,11280,0.909397163120567,0.2,"RBD"
0.975,"RBD",135188,136056,0.993620274004822,0.2,"RBD"
0.025,"best",5774,400037,0.014433664885998,0.2,"RBD"
0.075,"best",2002,24810,0.0806932688432084,0.2,"RBD"
0.125,"best",1459,11491,0.126968932207815,0.2,"RBD"
0.175,"best",1236,7028,0.175867956744451,0.2,"RBD"
0.225,"best",1145,5324,0.215063861758077,0.2,"RBD"
0.275,"best",1051,4147,0.25343621895346,0.2,"RBD"
0.325,"best",1093,3544,0.308408577878104,0.2,"RBD"
0.375,"best",1029,3060,0.336274509803922,0.2,"RBD"
0.425,"best",1027,2743,0.374407582938389,0.2,"RBD"
0.475,"best",1049,2547,0.411857086768748,0.2,"RBD"
0.525,"best",1022,2241,0.456046407853637,0.2,"RBD"
0.575,"best",1016,1971,0.515474378488077,0.2,"RBD"
0.625,"best",1022,1839,0.55573681348559,0.2,"RBD"
0.675,"best",1070,1790,0.597765363128492,0.2,"RBD"
0.725,"best",1168,1820,0.641758241758242,0.2,"RBD"
0.775,"best",1414,2031,0.696208764155588,0.2,"RBD"
0.825,"best",2100,2783,0.754581386992454,0.2,"RBD"
0.875,"best",4010,4858,0.825442568958419,0.2,"RBD"
0.925,"best",9230,10562,0.873887521302784,0.2,"RBD"
0.975,"best",142268,144220,0.986465122729164,0.2,"RBD"
0.025,"poisson",7175,524733,0.0136736206794694,0.2,"RBD"
0.075,"poisson",1161,9828,0.118131868131868,0.2,"RBD"
0.125,"poisson",875,7609,0.114995400183993,0.2,"RBD"
0.175,"poisson",927,4752,0.195075757575758,0.2,"RBD"
0.225,"poisson",1704,6175,0.275951417004049,0.2,"RBD"
0.275,"poisson",2149,7593,0.283023837745292,0.2,"RBD"
0.325,"poisson",1897,6577,0.288429375095028,0.2,"RBD"
0.375,"poisson",1319,4403,0.299568476039064,0.2,"RBD"
0.425,"poisson",765,2506,0.305267358339984,0.2,"RBD"
0.475,"poisson",531,1613,0.329200247985121,0.2,"RBD"
0.525,"poisson",411,1140,0.360526315789474,0.2,"RBD"
0.575,"poisson",224,543,0.412523020257827,0.2,"RBD"
0.625,"poisson",188,427,0.440281030444965,0.2,"RBD"
0.675,"poisson",156,325,0.48,0.2,"RBD"
0.725,"poisson",184,343,0.536443148688047,0.2,"RBD"
0.775,"poisson",325,526,0.61787072243346,0.2,"RBD"
0.825,"poisson",695,1048,0.663167938931298,0.2,"RBD"
0.875,"poisson",1799,2720,0.661397058823529,0.2,"RBD"
0.925,"poisson",3241,4640,0.698491379310345,0.2,"RBD"
0.975,"poisson",154738,158512,0.976191077016251,0.2,"RBD"
