"bin_midpoint","model","prop_true","total_elements","prop_correct","blens","system"
0.025,"RBD",24820,2408695,0.0103043349199463,1.6,"RBD"
0.075,"RBD",11681,157004,0.074399378359787,1.6,"RBD"
0.125,"RBD",7539,60458,0.124698137550035,1.6,"RBD"
0.175,"RBD",5806,33477,0.173432505899573,1.6,"RBD"
0.225,"RBD",4640,21804,0.212804989910108,1.6,"RBD"
0.275,"RBD",4000,15268,0.261985852763951,1.6,"RBD"
0.325,"RBD",3567,11839,0.301292338879973,1.6,"RBD"
0.375,"RBD",3241,9351,0.346593947171425,1.6,"RBD"
0.425,"RBD",3120,7972,0.39136979427998,1.6,"RBD"
0.475,"RBD",3108,6965,0.446231155778894,1.6,"RBD"
0.525,"RBD",2987,6197,0.482007422946587,1.6,"RBD"
0.575,"RBD",3191,6092,0.523801707156927,1.6,"RBD"
0.625,"RBD",3330,5914,0.563070679742983,1.6,"RBD"
0.675,"RBD",3912,6190,0.631987075928918,1.6,"RBD"
0.725,"RBD",4642,6769,0.685773378637908,1.6,"RBD"
0.775,"RBD",5581,7660,0.728590078328982,1.6,"RBD"
0.825,"RBD",6648,8531,0.779275583167272,1.6,"RBD"
0.875,"RBD",7663,9201,0.832844256059124,1.6,"RBD"
0.925,"RBD",14103,15385,0.91667208319792,1.6,"RBD"
0.975,"RBD",57376,59694,0.961168626662646,1.6,"RBD"
0.025,"best",30025,1386749,0.0216513586813475,1.6,"RBD"
0.075,"best",8195,105878,0.0774004042388409,1.6,"RBD"
0.125,"best",5417,44723,0.121123359345303,1.6,"RBD"
0.175,"best",4070,26264,0.154964971063052,1.6,"RBD"
0.225,"best",3472,18776,0.184916915210908,1.6,"RBD"
0.275,"best",3044,14028,0.216994582264043,1.6,"RBD"
0.325,"best",2548,10361,0.245922208281054,1.6,"RBD"
0.375,"best",2175,7660,0.283942558746736,1.6,"RBD"
0.425,"best",1875,6035,0.310687655343828,1.6,"RBD"
0.475,"best",1632,4894,0.3334695545566,1.6,"RBD"
0.525,"best",1692,4536,0.373015873015873,1.6,"RBD"
0.575,"best",1639,4210,0.389311163895487,1.6,"RBD"
0.625,"best",1886,4273,0.441376082377721,1.6,"RBD"
0.675,"best",2286,4736,0.482685810810811,1.6,"RBD"
0.725,"best",2533,5042,0.50238000793336,1.6,"RBD"
0.775,"best",2951,5342,0.5524148259079,1.6,"RBD"
0.825,"best",3543,5857,0.604917193102271,1.6,"RBD"
0.875,"best",4923,7261,0.678005784327228,1.6,"RBD"
0.925,"best",9615,13075,0.735372848948375,1.6,"RBD"
0.975,"best",83794,90952,0.921299146802709,1.6,"RBD"
0.025,"poisson",34705,1543314,0.0224873227353604,1.6,"RBD"
0.075,"poisson",3766,32687,0.115213999449322,1.6,"RBD"
0.125,"poisson",3943,35003,0.112647487358226,1.6,"RBD"
0.175,"poisson",4322,26497,0.163112805223233,1.6,"RBD"
0.225,"poisson",4400,23978,0.183501543081158,1.6,"RBD"
0.275,"poisson",3299,16893,0.195287989107915,1.6,"RBD"
0.325,"poisson",1989,9670,0.205687693898656,1.6,"RBD"
0.375,"poisson",1261,5383,0.234255991083039,1.6,"RBD"
0.425,"poisson",844,3357,0.251414953827822,1.6,"RBD"
0.475,"poisson",988,3385,0.291875923190547,1.6,"RBD"
0.525,"poisson",711,2358,0.301526717557252,1.6,"RBD"
0.575,"poisson",628,1876,0.334754797441365,1.6,"RBD"
0.625,"poisson",503,1437,0.350034794711204,1.6,"RBD"
0.675,"poisson",550,1404,0.391737891737892,1.6,"RBD"
0.725,"poisson",1160,2525,0.459405940594059,1.6,"RBD"
0.775,"poisson",2109,4772,0.441953059513831,1.6,"RBD"
0.825,"poisson",3874,8510,0.455229142185664,1.6,"RBD"
0.875,"poisson",5040,9957,0.50617655920458,1.6,"RBD"
0.925,"poisson",7525,11312,0.665222772277228,1.6,"RBD"
0.975,"poisson",93717,104558,0.896315920350428,1.6,"RBD"
