"bin_midpoint","model","prop_true","total_elements","prop_correct","blens","system"
0.025,"ER",20261,1133179,0.0178797877475668,1.6,"SR"
0.075,"ER",9955,124269,0.0801084743580459,1.6,"SR"
0.125,"ER",6056,48101,0.125901748404399,1.6,"SR"
0.175,"ER",4063,24821,0.163692034970388,1.6,"SR"
0.225,"ER",3126,15792,0.197948328267477,1.6,"SR"
0.275,"ER",2581,11054,0.233490139316085,1.6,"SR"
0.325,"ER",2411,8529,0.28268261226404,1.6,"SR"
0.375,"ER",2079,6948,0.299222797927461,1.6,"SR"
0.425,"ER",1916,5782,0.331373227257005,1.6,"SR"
0.475,"ER",1976,5083,0.388746803069054,1.6,"SR"
0.525,"ER",1937,4619,0.419354838709677,1.6,"SR"
0.575,"ER",2057,4500,0.457111111111111,1.6,"SR"
0.625,"ER",2112,4339,0.48674809864024,1.6,"SR"
0.675,"ER",2422,4504,0.537744227353464,1.6,"SR"
0.725,"ER",2584,4517,0.57206110250166,1.6,"SR"
0.775,"ER",3005,4865,0.617677286742035,1.6,"SR"
0.825,"ER",3554,5254,0.676437000380662,1.6,"SR"
0.875,"ER",4502,6215,0.724376508447305,1.6,"SR"
0.925,"ER",6266,7867,0.796491674081607,1.6,"SR"
0.975,"ER",52090,69683,0.747528091500079,1.6,"SR"
0.025,"best",29849,1283239,0.0232606708493118,1.6,"SR"
0.075,"best",10050,122403,0.0821058307394427,1.6,"SR"
0.125,"best",6219,52804,0.117775168547837,1.6,"SR"
0.175,"best",4580,30605,0.149648750204215,1.6,"SR"
0.225,"best",3648,20760,0.175722543352601,1.6,"SR"
0.275,"best",3103,15062,0.206015137431948,1.6,"SR"
0.325,"best",2691,11375,0.236571428571429,1.6,"SR"
0.375,"best",2268,8788,0.258079198907601,1.6,"SR"
0.425,"best",2163,7253,0.298221425616986,1.6,"SR"
0.475,"best",2041,6125,0.333224489795918,1.6,"SR"
0.525,"best",2008,5362,0.374487131667288,1.6,"SR"
0.575,"best",1973,4947,0.39882757226602,1.6,"SR"
0.625,"best",2036,4668,0.436161096829477,1.6,"SR"
0.675,"best",2204,4574,0.481853957149104,1.6,"SR"
0.725,"best",2430,4677,0.519563822963438,1.6,"SR"
0.775,"best",2849,4986,0.571399919775371,1.6,"SR"
0.825,"best",3452,5642,0.611839773130096,1.6,"SR"
0.875,"best",4443,6768,0.656471631205674,1.6,"SR"
0.925,"best",7245,9747,0.743305632502308,1.6,"SR"
0.975,"best",53609,58294,0.919631522969774,1.6,"SR"
0.025,"kSR",29754,1467953,0.0202690413112681,1.6,"SR"
0.075,"kSR",10634,129822,0.0819121566452527,1.6,"SR"
0.125,"kSR",6318,51934,0.121654407517233,1.6,"SR"
0.175,"kSR",4424,27946,0.15830530308452,1.6,"SR"
0.225,"kSR",3360,18298,0.18362662586075,1.6,"SR"
0.275,"kSR",2794,12948,0.215786221810318,1.6,"SR"
0.325,"kSR",2411,10050,0.239900497512438,1.6,"SR"
0.375,"kSR",2238,8176,0.273727984344423,1.6,"SR"
0.425,"kSR",2006,6774,0.296132270445822,1.6,"SR"
0.475,"kSR",2020,6015,0.335827098919368,1.6,"SR"
0.525,"kSR",1982,5521,0.358992936062308,1.6,"SR"
0.575,"kSR",1999,5097,0.392191485187365,1.6,"SR"
0.625,"kSR",2216,4997,0.443466079647789,1.6,"SR"
0.675,"kSR",2325,4926,0.471985383678441,1.6,"SR"
0.725,"kSR",2824,5340,0.528838951310861,1.6,"SR"
0.775,"kSR",3276,5802,0.564632885211996,1.6,"SR"
0.825,"kSR",4264,6819,0.625311629271154,1.6,"SR"
0.875,"kSR",5593,8110,0.689642416769421,1.6,"SR"
0.925,"kSR",7704,10205,0.754924056834885,1.6,"SR"
0.975,"kSR",50569,55035,0.91885163986554,1.6,"SR"
0.025,"poisson",39662,1565038,0.0253425156449875,1.6,"SR"
0.075,"poisson",5317,45958,0.115692588885504,1.6,"SR"
0.125,"poisson",4665,35293,0.132179185674213,1.6,"SR"
0.175,"poisson",3958,25635,0.154398283596645,1.6,"SR"
0.225,"poisson",3042,18026,0.168756240985244,1.6,"SR"
0.275,"poisson",2520,13406,0.187975533343279,1.6,"SR"
0.325,"poisson",1734,8570,0.202333722287048,1.6,"SR"
0.375,"poisson",1276,5831,0.218830389298577,1.6,"SR"
0.425,"poisson",1027,4150,0.247469879518072,1.6,"SR"
0.475,"poisson",890,3350,0.265671641791045,1.6,"SR"
0.525,"poisson",897,3013,0.297709923664122,1.6,"SR"
0.575,"poisson",821,2553,0.321582452017235,1.6,"SR"
0.625,"poisson",959,2734,0.350768105340161,1.6,"SR"
0.675,"poisson",1070,3029,0.353251898316276,1.6,"SR"
0.725,"poisson",1406,3652,0.38499452354874,1.6,"SR"
0.775,"poisson",1826,4460,0.409417040358744,1.6,"SR"
0.825,"poisson",2405,5737,0.419208645633606,1.6,"SR"
0.875,"poisson",3232,6696,0.482676224611709,1.6,"SR"
0.925,"poisson",4956,8220,0.602919708029197,1.6,"SR"
0.975,"poisson",66102,75502,0.875499986755318,1.6,"SR"
