"model","rep","total_blens","mean_blens","blens","system"
"best","1","6.617756","1.3235512",1.6,"HA"
"best","2","4.438481","0.8876962",1.6,"HA"
"best","3","7.169397","1.4338794",1.6,"HA"
"best","4","6.640929","1.3281858",1.6,"HA"
"best","5","5.502993","1.1005986",1.6,"HA"
"best","6","3.377834","0.6755668",1.6,"HA"
"best","7","5.237451","1.0474902",1.6,"HA"
"best","8","6.827967","1.3655934",1.6,"HA"
"best","9","7.679076","1.5358152",1.6,"HA"
"best","10","6.507892","1.3015784",1.6,"HA"
"best","11","3.664332","0.7328664",1.6,"HA"
"best","12","5.803887","1.1607774",1.6,"HA"
"best","13","5.715957","1.1431914",1.6,"HA"
"best","14","6.655005","1.331001",1.6,"HA"
"best","15","4.40781","0.881562",1.6,"HA"
"best","16","8.347488","1.6694976",1.6,"HA"
"best","17","5.493245","1.098649",1.6,"HA"
"best","18","3.841622","0.7683244",1.6,"HA"
"best","19","5.875912","1.1751824",1.6,"HA"
"best","20","3.618454","0.7236908",1.6,"HA"
"best","21","7.059786","1.4119572",1.6,"HA"
"best","22","6.287682","1.2575364",1.6,"HA"
"best","23","7.224968","1.4449936",1.6,"HA"
"best","24","5.982269","1.1964538",1.6,"HA"
"best","25","5.665125","1.133025",1.6,"HA"
"best","26","7.565474","1.5130948",1.6,"HA"
"best","27","3.355152","0.6710304",1.6,"HA"
"best","28","6.122784","1.2245568",1.6,"HA"
"best","29","3.22172","0.644344",1.6,"HA"
"best","30","7.436226","1.4872452",1.6,"HA"
"best","31","1.1453","0.22906",1.6,"HA"
"best","32","6.923204","1.3846408",1.6,"HA"
"best","33","3.826071","0.7652142",1.6,"HA"
"best","34","4.52132","0.904264",1.6,"HA"
"best","35","5.070384","1.0140768",1.6,"HA"
"best","36","5.716351","1.1432702",1.6,"HA"
"best","37","4.509782","0.9019564",1.6,"HA"
"best","38","4.008905","0.801781",1.6,"HA"
"best","39","6.266583","1.2533166",1.6,"HA"
"best","40","5.30281","1.060562",1.6,"HA"
"best","41","6.35539","1.271078",1.6,"HA"
"best","42","6.543012","1.3086024",1.6,"HA"
"best","43","5.753413","1.1506826",1.6,"HA"
"best","44","6.569806","1.3139612",1.6,"HA"
"best","45","3.28908","0.657816",1.6,"HA"
"best","46","4.845394","0.9690788",1.6,"HA"
"best","47","1.216624","0.2433248",1.6,"HA"
"best","48","4.753904","0.9507808",1.6,"HA"
"best","49","5.14716","1.029432",1.6,"HA"
"best","50","5.299134","1.0598268",1.6,"HA"
