"category","proportion","system","blens"
"Same error",0.218901098901099,"RBD",1.6
"Different error",0.0701428571428571,"RBD",1.6
"Only SH correct",0.0280549450549451,"RBD",1.6
"Only SS correct",0.0325989010989011,"RBD",1.6
