"model","rep","node","identity","blens","system"
"best","1","5","64.4736842105263",1.6,"SR"
"best","1","6","56.578947368421",1.6,"SR"
"poisson","1","5","61.8421052631579",1.6,"SR"
"poisson","1","6","57.8947368421053",1.6,"SR"
"ER","1","5","48.6842105263158",1.6,"SR"
"ER","1","6","59.2105263157895",1.6,"SR"
"kSR","1","5","53.9473684210526",1.6,"SR"
"kSR","1","6","60.5263157894737",1.6,"SR"
"best","2","5","55.2631578947368",1.6,"SR"
"best","2","6","61.8421052631579",1.6,"SR"
"poisson","2","5","56.578947368421",1.6,"SR"
"poisson","2","6","64.4736842105263",1.6,"SR"
"ER","2","5","56.578947368421",1.6,"SR"
"ER","2","6","60.5263157894737",1.6,"SR"
"kSR","2","5","55.2631578947368",1.6,"SR"
"kSR","2","6","61.8421052631579",1.6,"SR"
"best","3","5","67.1052631578947",1.6,"SR"
"best","3","6","65.7894736842105",1.6,"SR"
"poisson","3","5","60.5263157894737",1.6,"SR"
"poisson","3","6","64.4736842105263",1.6,"SR"
"ER","3","5","64.4736842105263",1.6,"SR"
"ER","3","6","61.8421052631579",1.6,"SR"
"kSR","3","5","63.1578947368421",1.6,"SR"
"kSR","3","6","63.1578947368421",1.6,"SR"
"best","4","5","67.1052631578947",1.6,"SR"
"best","4","6","61.8421052631579",1.6,"SR"
"poisson","4","5","63.1578947368421",1.6,"SR"
"poisson","4","6","60.5263157894737",1.6,"SR"
"ER","4","5","55.2631578947368",1.6,"SR"
"ER","4","6","60.5263157894737",1.6,"SR"
"kSR","4","5","63.1578947368421",1.6,"SR"
"kSR","4","6","60.5263157894737",1.6,"SR"
"best","5","5","51.3157894736842",1.6,"SR"
"best","5","6","60.5263157894737",1.6,"SR"
"poisson","5","5","48.6842105263158",1.6,"SR"
"poisson","5","6","61.8421052631579",1.6,"SR"
"ER","5","5","39.4736842105263",1.6,"SR"
"ER","5","6","56.578947368421",1.6,"SR"
"kSR","5","5","51.3157894736842",1.6,"SR"
"kSR","5","6","60.5263157894737",1.6,"SR"
"best","6","5","68.4210526315789",1.6,"SR"
"best","6","6","64.4736842105263",1.6,"SR"
"poisson","6","5","69.7368421052632",1.6,"SR"
"poisson","6","6","60.5263157894737",1.6,"SR"
"ER","6","5","65.7894736842105",1.6,"SR"
"ER","6","6","65.7894736842105",1.6,"SR"
"kSR","6","5","71.0526315789474",1.6,"SR"
"kSR","6","6","64.4736842105263",1.6,"SR"
"best","7","5","60.5263157894737",1.6,"SR"
"best","7","6","51.3157894736842",1.6,"SR"
"poisson","7","5","60.5263157894737",1.6,"SR"
"poisson","7","6","51.3157894736842",1.6,"SR"
"ER","7","5","57.8947368421053",1.6,"SR"
"ER","7","6","47.3684210526316",1.6,"SR"
"kSR","7","5","59.2105263157895",1.6,"SR"
"kSR","7","6","50",1.6,"SR"
"best","8","5","52.6315789473684",1.6,"SR"
"best","8","6","57.8947368421053",1.6,"SR"
"poisson","8","5","51.3157894736842",1.6,"SR"
"poisson","8","6","59.2105263157895",1.6,"SR"
"ER","8","5","57.8947368421053",1.6,"SR"
"ER","8","6","57.8947368421053",1.6,"SR"
"kSR","8","5","59.2105263157895",1.6,"SR"
"kSR","8","6","57.8947368421053",1.6,"SR"
"best","9","5","60.5263157894737",1.6,"SR"
"best","9","6","63.1578947368421",1.6,"SR"
"poisson","9","5","55.2631578947368",1.6,"SR"
"poisson","9","6","63.1578947368421",1.6,"SR"
"ER","9","5","56.578947368421",1.6,"SR"
"ER","9","6","64.4736842105263",1.6,"SR"
"kSR","9","5","56.578947368421",1.6,"SR"
"kSR","9","6","64.4736842105263",1.6,"SR"
"best","10","5","59.2105263157895",1.6,"SR"
"best","10","6","60.5263157894737",1.6,"SR"
"poisson","10","5","60.5263157894737",1.6,"SR"
"poisson","10","6","61.8421052631579",1.6,"SR"
"ER","10","5","59.2105263157895",1.6,"SR"
"ER","10","6","63.1578947368421",1.6,"SR"
"kSR","10","5","59.2105263157895",1.6,"SR"
"kSR","10","6","65.7894736842105",1.6,"SR"
"best","11","5","59.2105263157895",1.6,"SR"
"best","11","6","52.6315789473684",1.6,"SR"
"poisson","11","5","61.8421052631579",1.6,"SR"
"poisson","11","6","51.3157894736842",1.6,"SR"
"ER","11","5","61.8421052631579",1.6,"SR"
"ER","11","6","53.9473684210526",1.6,"SR"
"kSR","11","5","60.5263157894737",1.6,"SR"
"kSR","11","6","56.578947368421",1.6,"SR"
"best","12","5","57.8947368421053",1.6,"SR"
"best","12","6","60.5263157894737",1.6,"SR"
"poisson","12","5","60.5263157894737",1.6,"SR"
"poisson","12","6","56.578947368421",1.6,"SR"
"ER","12","5","56.578947368421",1.6,"SR"
"ER","12","6","50",1.6,"SR"
"kSR","12","5","59.2105263157895",1.6,"SR"
"kSR","12","6","59.2105263157895",1.6,"SR"
"best","13","5","51.3157894736842",1.6,"SR"
"best","13","6","59.2105263157895",1.6,"SR"
"poisson","13","5","50",1.6,"SR"
"poisson","13","6","63.1578947368421",1.6,"SR"
"ER","13","5","47.3684210526316",1.6,"SR"
"ER","13","6","56.578947368421",1.6,"SR"
"kSR","13","5","53.9473684210526",1.6,"SR"
"kSR","13","6","57.8947368421053",1.6,"SR"
"best","14","5","56.578947368421",1.6,"SR"
"best","14","6","51.3157894736842",1.6,"SR"
"poisson","14","5","56.578947368421",1.6,"SR"
"poisson","14","6","50",1.6,"SR"
"ER","14","5","55.2631578947368",1.6,"SR"
"ER","14","6","50",1.6,"SR"
"kSR","14","5","60.5263157894737",1.6,"SR"
"kSR","14","6","50",1.6,"SR"
"best","15","5","65.7894736842105",1.6,"SR"
"best","15","6","56.578947368421",1.6,"SR"
"poisson","15","5","65.7894736842105",1.6,"SR"
"poisson","15","6","57.8947368421053",1.6,"SR"
"ER","15","5","60.5263157894737",1.6,"SR"
"ER","15","6","60.5263157894737",1.6,"SR"
"kSR","15","5","60.5263157894737",1.6,"SR"
"kSR","15","6","56.578947368421",1.6,"SR"
"best","16","5","68.4210526315789",1.6,"SR"
"best","16","6","72.3684210526316",1.6,"SR"
"poisson","16","5","68.4210526315789",1.6,"SR"
"poisson","16","6","67.1052631578947",1.6,"SR"
"ER","16","5","67.1052631578947",1.6,"SR"
"ER","16","6","72.3684210526316",1.6,"SR"
"kSR","16","5","69.7368421052632",1.6,"SR"
"kSR","16","6","72.3684210526316",1.6,"SR"
"best","17","5","60.5263157894737",1.6,"SR"
"best","17","6","59.2105263157895",1.6,"SR"
"poisson","17","5","56.578947368421",1.6,"SR"
"poisson","17","6","57.8947368421053",1.6,"SR"
"ER","17","5","61.8421052631579",1.6,"SR"
"ER","17","6","56.578947368421",1.6,"SR"
"kSR","17","5","60.5263157894737",1.6,"SR"
"kSR","17","6","57.8947368421053",1.6,"SR"
"best","18","5","67.1052631578947",1.6,"SR"
"best","18","6","61.8421052631579",1.6,"SR"
"poisson","18","5","65.7894736842105",1.6,"SR"
"poisson","18","6","63.1578947368421",1.6,"SR"
"ER","18","5","60.5263157894737",1.6,"SR"
"ER","18","6","51.3157894736842",1.6,"SR"
"kSR","18","5","64.4736842105263",1.6,"SR"
"kSR","18","6","60.5263157894737",1.6,"SR"
"best","19","5","57.8947368421053",1.6,"SR"
"best","19","6","59.2105263157895",1.6,"SR"
"poisson","19","5","60.5263157894737",1.6,"SR"
"poisson","19","6","55.2631578947368",1.6,"SR"
"ER","19","5","57.8947368421053",1.6,"SR"
"ER","19","6","61.8421052631579",1.6,"SR"
"kSR","19","5","61.8421052631579",1.6,"SR"
"kSR","19","6","60.5263157894737",1.6,"SR"
"best","20","5","48.6842105263158",1.6,"SR"
"best","20","6","51.3157894736842",1.6,"SR"
"poisson","20","5","52.6315789473684",1.6,"SR"
"poisson","20","6","59.2105263157895",1.6,"SR"
"ER","20","5","48.6842105263158",1.6,"SR"
"ER","20","6","48.6842105263158",1.6,"SR"
"kSR","20","5","52.6315789473684",1.6,"SR"
"kSR","20","6","55.2631578947368",1.6,"SR"
"best","21","5","63.1578947368421",1.6,"SR"
"best","21","6","64.4736842105263",1.6,"SR"
"poisson","21","5","63.1578947368421",1.6,"SR"
"poisson","21","6","63.1578947368421",1.6,"SR"
"ER","21","5","60.5263157894737",1.6,"SR"
"ER","21","6","57.8947368421053",1.6,"SR"
"kSR","21","5","60.5263157894737",1.6,"SR"
"kSR","21","6","64.4736842105263",1.6,"SR"
"best","22","5","53.9473684210526",1.6,"SR"
"best","22","6","59.2105263157895",1.6,"SR"
"poisson","22","5","56.578947368421",1.6,"SR"
"poisson","22","6","55.2631578947368",1.6,"SR"
"ER","22","5","56.578947368421",1.6,"SR"
"ER","22","6","57.8947368421053",1.6,"SR"
"kSR","22","5","60.5263157894737",1.6,"SR"
"kSR","22","6","61.8421052631579",1.6,"SR"
"best","23","5","55.2631578947368",1.6,"SR"
"best","23","6","61.8421052631579",1.6,"SR"
"poisson","23","5","52.6315789473684",1.6,"SR"
"poisson","23","6","60.5263157894737",1.6,"SR"
"ER","23","5","59.2105263157895",1.6,"SR"
"ER","23","6","57.8947368421053",1.6,"SR"
"kSR","23","5","57.8947368421053",1.6,"SR"
"kSR","23","6","57.8947368421053",1.6,"SR"
"best","24","5","67.1052631578947",1.6,"SR"
"best","24","6","64.4736842105263",1.6,"SR"
"poisson","24","5","65.7894736842105",1.6,"SR"
"poisson","24","6","61.8421052631579",1.6,"SR"
"ER","24","5","67.1052631578947",1.6,"SR"
"ER","24","6","65.7894736842105",1.6,"SR"
"kSR","24","5","67.1052631578947",1.6,"SR"
"kSR","24","6","68.4210526315789",1.6,"SR"
"best","25","5","56.578947368421",1.6,"SR"
"best","25","6","52.6315789473684",1.6,"SR"
"poisson","25","5","53.9473684210526",1.6,"SR"
"poisson","25","6","56.578947368421",1.6,"SR"
"ER","25","5","56.578947368421",1.6,"SR"
"ER","25","6","52.6315789473684",1.6,"SR"
"kSR","25","5","57.8947368421053",1.6,"SR"
"kSR","25","6","53.9473684210526",1.6,"SR"
"best","26","5","57.8947368421053",1.6,"SR"
"best","26","6","53.9473684210526",1.6,"SR"
"poisson","26","5","57.8947368421053",1.6,"SR"
"poisson","26","6","55.2631578947368",1.6,"SR"
"ER","26","5","52.6315789473684",1.6,"SR"
"ER","26","6","51.3157894736842",1.6,"SR"
"kSR","26","5","51.3157894736842",1.6,"SR"
"kSR","26","6","55.2631578947368",1.6,"SR"
"best","27","5","55.2631578947368",1.6,"SR"
"best","27","6","59.2105263157895",1.6,"SR"
"poisson","27","5","53.9473684210526",1.6,"SR"
"poisson","27","6","52.6315789473684",1.6,"SR"
"ER","27","5","59.2105263157895",1.6,"SR"
"ER","27","6","59.2105263157895",1.6,"SR"
"kSR","27","5","55.2631578947368",1.6,"SR"
"kSR","27","6","52.6315789473684",1.6,"SR"
"best","28","5","67.1052631578947",1.6,"SR"
"best","28","6","61.8421052631579",1.6,"SR"
"poisson","28","5","68.4210526315789",1.6,"SR"
"poisson","28","6","64.4736842105263",1.6,"SR"
"ER","28","5","59.2105263157895",1.6,"SR"
"ER","28","6","63.1578947368421",1.6,"SR"
"kSR","28","5","64.4736842105263",1.6,"SR"
"kSR","28","6","64.4736842105263",1.6,"SR"
"best","29","5","59.2105263157895",1.6,"SR"
"best","29","6","61.8421052631579",1.6,"SR"
"poisson","29","5","63.1578947368421",1.6,"SR"
"poisson","29","6","59.2105263157895",1.6,"SR"
"ER","29","5","59.2105263157895",1.6,"SR"
"ER","29","6","59.2105263157895",1.6,"SR"
"kSR","29","5","63.1578947368421",1.6,"SR"
"kSR","29","6","63.1578947368421",1.6,"SR"
"best","30","5","57.8947368421053",1.6,"SR"
"best","30","6","68.4210526315789",1.6,"SR"
"poisson","30","5","56.578947368421",1.6,"SR"
"poisson","30","6","64.4736842105263",1.6,"SR"
"ER","30","5","53.9473684210526",1.6,"SR"
"ER","30","6","65.7894736842105",1.6,"SR"
"kSR","30","5","60.5263157894737",1.6,"SR"
"kSR","30","6","71.0526315789474",1.6,"SR"
"best","31","5","63.1578947368421",1.6,"SR"
"best","31","6","60.5263157894737",1.6,"SR"
"poisson","31","5","60.5263157894737",1.6,"SR"
"poisson","31","6","55.2631578947368",1.6,"SR"
"ER","31","5","57.8947368421053",1.6,"SR"
"ER","31","6","56.578947368421",1.6,"SR"
"kSR","31","5","61.8421052631579",1.6,"SR"
"kSR","31","6","63.1578947368421",1.6,"SR"
"best","32","5","61.8421052631579",1.6,"SR"
"best","32","6","52.6315789473684",1.6,"SR"
"poisson","32","5","57.8947368421053",1.6,"SR"
"poisson","32","6","50",1.6,"SR"
"ER","32","5","59.2105263157895",1.6,"SR"
"ER","32","6","50",1.6,"SR"
"kSR","32","5","63.1578947368421",1.6,"SR"
"kSR","32","6","50",1.6,"SR"
"best","33","5","60.5263157894737",1.6,"SR"
"best","33","6","47.3684210526316",1.6,"SR"
"poisson","33","5","56.578947368421",1.6,"SR"
"poisson","33","6","43.421052631579",1.6,"SR"
"ER","33","5","59.2105263157895",1.6,"SR"
"ER","33","6","50",1.6,"SR"
"kSR","33","5","56.578947368421",1.6,"SR"
"kSR","33","6","47.3684210526316",1.6,"SR"
"best","34","5","57.8947368421053",1.6,"SR"
"best","34","6","67.1052631578947",1.6,"SR"
"poisson","34","5","64.4736842105263",1.6,"SR"
"poisson","34","6","63.1578947368421",1.6,"SR"
"ER","34","5","61.8421052631579",1.6,"SR"
"ER","34","6","61.8421052631579",1.6,"SR"
"kSR","34","5","67.1052631578947",1.6,"SR"
"kSR","34","6","64.4736842105263",1.6,"SR"
"best","35","5","56.578947368421",1.6,"SR"
"best","35","6","64.4736842105263",1.6,"SR"
"poisson","35","5","55.2631578947368",1.6,"SR"
"poisson","35","6","60.5263157894737",1.6,"SR"
"ER","35","5","50",1.6,"SR"
"ER","35","6","65.7894736842105",1.6,"SR"
"kSR","35","5","55.2631578947368",1.6,"SR"
"kSR","35","6","68.4210526315789",1.6,"SR"
"best","36","5","57.8947368421053",1.6,"SR"
"best","36","6","60.5263157894737",1.6,"SR"
"poisson","36","5","52.6315789473684",1.6,"SR"
