"bin_midpoint","model","prop_true","total_elements","prop_correct","blens","system"
0.025,"H1",17831,1548304,0.0115164722173423,1.6,"HA"
0.075,"H1",10621,147981,0.071772727579892,1.6,"HA"
0.125,"H1",7223,58082,0.124358665335216,1.6,"HA"
0.175,"H1",5464,31547,0.173201889244619,1.6,"HA"
0.225,"H1",4322,19839,0.21785372246585,1.6,"HA"
0.275,"H1",3562,13541,0.263052950299092,1.6,"HA"
0.325,"H1",3251,10111,0.321531005835229,1.6,"HA"
0.375,"H1",2871,7838,0.366292421536106,1.6,"HA"
0.425,"H1",2614,6414,0.407545993140006,1.6,"HA"
0.475,"H1",2585,5627,0.459392216100942,1.6,"HA"
0.525,"H1",2434,4843,0.502581044806938,1.6,"HA"
0.575,"H1",2549,4561,0.558868669151502,1.6,"HA"
0.625,"H1",2818,4587,0.614344887726183,1.6,"HA"
0.675,"H1",3278,4977,0.65862969660438,1.6,"HA"
0.725,"H1",3803,5337,0.712572606333146,1.6,"HA"
0.775,"H1",4319,5636,0.766323633782825,1.6,"HA"
0.825,"H1",4497,5565,0.808086253369272,1.6,"HA"
0.875,"H1",5153,5923,0.869998311666385,1.6,"HA"
0.925,"H1",8029,8717,0.921073763909602,1.6,"HA"
0.975,"H1",12702,13096,0.969914477703115,1.6,"HA"
0.025,"H3",21245,1279919,0.0165987066369044,1.6,"HA"
0.075,"H3",9832,128438,0.0765505535744873,1.6,"HA"
0.125,"H3",6347,52320,0.121311162079511,1.6,"HA"
0.175,"H3",4571,27781,0.164536913718009,1.6,"HA"
0.225,"H3",3473,17008,0.204198024459078,1.6,"HA"
0.275,"H3",2854,11997,0.237892806534967,1.6,"HA"
0.325,"H3",2564,9006,0.284699089495892,1.6,"HA"
0.375,"H3",2334,7388,0.31591770438549,1.6,"HA"
0.425,"H3",2163,5972,0.36219022103148,1.6,"HA"
0.475,"H3",1908,4856,0.392915980230643,1.6,"HA"
0.525,"H3",1972,4491,0.439100423068359,1.6,"HA"
0.575,"H3",1934,3944,0.490365111561866,1.6,"HA"
0.625,"H3",2153,4022,0.535305818000995,1.6,"HA"
0.675,"H3",2396,4161,0.575823119442442,1.6,"HA"
0.725,"H3",2498,4142,0.603090294543699,1.6,"HA"
0.775,"H3",2973,4532,0.656001765225066,1.6,"HA"
0.825,"H3",4114,5691,0.722895800386575,1.6,"HA"
0.875,"H3",5243,6787,0.772506261971416,1.6,"HA"
0.925,"H3",6565,8043,0.816237722242944,1.6,"HA"
0.975,"H3",22157,23616,0.938219850948509,1.6,"HA"
0.025,"best",20870,1122725,0.0185887015965619,1.6,"HA"
0.075,"best",9461,130888,0.0722831734001589,1.6,"HA"
0.125,"best",6294,54575,0.115327530920751,1.6,"HA"
0.175,"best",4809,30396,0.158211606790367,1.6,"HA"
0.225,"best",3917,19882,0.197012373000704,1.6,"HA"
0.275,"best",3350,13885,0.241267554915376,1.6,"HA"
0.325,"best",2655,9535,0.278447823807027,1.6,"HA"
0.375,"best",2228,7003,0.318149364558047,1.6,"HA"
0.425,"best",2031,5512,0.368468795355588,1.6,"HA"
0.475,"best",2051,4843,0.423497831922362,1.6,"HA"
0.525,"best",1848,4187,0.441366133269644,1.6,"HA"
0.575,"best",1967,3965,0.49609079445145,1.6,"HA"
0.625,"best",1979,3889,0.508871175109283,1.6,"HA"
0.675,"best",2126,3740,0.568449197860963,1.6,"HA"
0.725,"best",2248,3626,0.619966905681191,1.6,"HA"
0.775,"best",2632,4000,0.658,1.6,"HA"
0.825,"best",3282,4685,0.700533617929562,1.6,"HA"
0.875,"best",4482,6055,0.740214698596201,1.6,"HA"
0.925,"best",6066,7672,0.790667361835245,1.6,"HA"
0.975,"best",24204,26227,0.922865749037252,1.6,"HA"
0.025,"poisson",30354,1418774,0.0213945279515976,1.6,"HA"
0.075,"poisson",3749,27997,0.133907204343323,1.6,"HA"
0.125,"poisson",3974,44154,0.0900031707206595,1.6,"HA"
0.175,"poisson",2207,11487,0.192130234177766,1.6,"HA"
0.225,"poisson",6336,32127,0.197217293864973,1.6,"HA"
0.275,"poisson",4133,21319,0.193864627796801,1.6,"HA"
0.325,"poisson",670,3432,0.195221445221445,1.6,"HA"
0.375,"poisson",715,2642,0.270628311884936,1.6,"HA"
0.425,"poisson",1216,4514,0.269384138236597,1.6,"HA"
0.475,"poisson",985,3380,0.291420118343195,1.6,"HA"
0.525,"poisson",497,1475,0.336949152542373,1.6,"HA"
0.575,"poisson",235,621,0.378421900161031,1.6,"HA"
0.625,"poisson",50,122,0.409836065573771,1.6,"HA"
0.675,"poisson",113,272,0.415441176470588,1.6,"HA"
0.725,"poisson",1036,2349,0.441038739889315,1.6,"HA"
0.775,"poisson",3689,8620,0.427958236658933,1.6,"HA"
0.825,"poisson",3482,8129,0.428342969614959,1.6,"HA"
0.875,"poisson",2246,3681,0.610160282531921,1.6,"HA"
0.925,"poisson",6688,9627,0.69471278695336,1.6,"HA"
0.975,"poisson",35485,41476,0.85555501977047,1.6,"HA"
