"bin_midpoint","model","prop_true","total_elements","prop_correct","blens","system"
0.025,"RBD",10012,1205095,0.00830805870076633,0.4,"RBD"
0.075,"RBD",5127,67975,0.0754247885251931,0.4,"RBD"
0.125,"RBD",3606,28542,0.126340130334244,0.4,"RBD"
0.175,"RBD",2717,16121,0.168537931890081,0.4,"RBD"
0.225,"RBD",2448,11005,0.222444343480236,0.4,"RBD"
0.275,"RBD",2055,7877,0.260886124158944,0.4,"RBD"
0.325,"RBD",2011,6456,0.311493184634449,0.4,"RBD"
0.375,"RBD",1869,5328,0.350788288288288,0.4,"RBD"
0.425,"RBD",1737,4342,0.400046061722708,0.4,"RBD"
0.475,"RBD",1799,4012,0.448404785643071,0.4,"RBD"
0.525,"RBD",1743,3652,0.477272727272727,0.4,"RBD"
0.575,"RBD",1800,3402,0.529100529100529,0.4,"RBD"
0.625,"RBD",1979,3383,0.584983742240615,0.4,"RBD"
0.675,"RBD",2245,3494,0.642530051516886,0.4,"RBD"
0.725,"RBD",2851,3961,0.719767735420348,0.4,"RBD"
0.775,"RBD",3763,4949,0.760355627399475,0.4,"RBD"
0.825,"RBD",5225,6506,0.803104826314172,0.4,"RBD"
0.875,"RBD",7767,9056,0.857663427561837,0.4,"RBD"
0.925,"RBD",11154,12362,0.902281184274389,0.4,"RBD"
0.975,"RBD",109763,110818,0.990479885939107,0.4,"RBD"
0.025,"best",12098,719785,0.0168077967726474,0.4,"RBD"
0.075,"best",3825,49420,0.0773978146499393,0.4,"RBD"
0.125,"best",2759,22784,0.12109375,0.4,"RBD"
0.175,"best",2223,13868,0.160297086818575,0.4,"RBD"
0.225,"best",1939,9692,0.200061906727198,0.4,"RBD"
0.275,"best",1827,7616,0.239889705882353,0.4,"RBD"
0.325,"best",1783,6176,0.288698186528497,0.4,"RBD"
0.375,"best",1615,5210,0.309980806142035,0.4,"RBD"
0.425,"best",1576,4375,0.360228571428571,0.4,"RBD"
0.475,"best",1471,3696,0.397997835497836,0.4,"RBD"
0.525,"best",1446,3248,0.445197044334975,0.4,"RBD"
0.575,"best",1323,2856,0.463235294117647,0.4,"RBD"
0.625,"best",1336,2698,0.495181616011861,0.4,"RBD"
0.675,"best",1505,2723,0.552699228791774,0.4,"RBD"
0.725,"best",1658,2765,0.599638336347197,0.4,"RBD"
0.775,"best",2100,3136,0.669642857142857,0.4,"RBD"
0.825,"best",2954,3997,0.739054290718039,0.4,"RBD"
0.875,"best",5045,6375,0.791372549019608,0.4,"RBD"
0.925,"best",10622,12734,0.834144809172295,0.4,"RBD"
0.975,"best",121256,124058,0.977413790323881,0.4,"RBD"
0.025,"poisson",15081,896791,0.0168166272855102,0.4,"RBD"
0.075,"poisson",2056,17829,0.115317740759437,0.4,"RBD"
0.125,"poisson",1611,14514,0.11099627945432,0.4,"RBD"
0.175,"poisson",1772,9500,0.186526315789474,0.4,"RBD"
0.225,"poisson",2687,11382,0.236074503602179,0.4,"RBD"
0.275,"poisson",2943,11809,0.249216699127784,0.4,"RBD"
0.325,"poisson",2347,9200,0.255108695652174,0.4,"RBD"
0.375,"poisson",1421,5597,0.253886010362694,0.4,"RBD"
0.425,"poisson",945,3472,0.272177419354839,0.4,"RBD"
0.475,"poisson",525,1763,0.297787861599546,0.4,"RBD"
0.525,"poisson",427,1235,0.345748987854251,0.4,"RBD"
0.575,"poisson",341,849,0.401648998822144,0.4,"RBD"
0.625,"poisson",300,705,0.425531914893617,0.4,"RBD"
0.675,"poisson",281,636,0.441823899371069,0.4,"RBD"
0.725,"poisson",391,763,0.512450851900393,0.4,"RBD"
0.775,"poisson",831,1535,0.541368078175896,0.4,"RBD"
0.825,"poisson",1745,3182,0.548397234443746,0.4,"RBD"
0.875,"poisson",2954,5170,0.57137330754352,0.4,"RBD"
0.925,"poisson",4631,6660,0.695345345345345,0.4,"RBD"
0.975,"poisson",136070,141956,0.958536447913438,0.4,"RBD"
