"model","rep","node","identity","blens","system"
"best","1","5","83.5164835164835",0.4,"RBD"
"best","1","6","80.7692307692308",0.4,"RBD"
"poisson","1","5","81.8681318681319",0.4,"RBD"
"poisson","1","6","80.7692307692308",0.4,"RBD"
"RBD","1","5","82.967032967033",0.4,"RBD"
"RBD","1","6","81.8681318681319",0.4,"RBD"
"best","2","5","85.1648351648352",0.4,"RBD"
"best","2","6","85.7142857142857",0.4,"RBD"
"poisson","2","5","85.1648351648352",0.4,"RBD"
"poisson","2","6","84.6153846153846",0.4,"RBD"
"RBD","2","5","87.3626373626374",0.4,"RBD"
"RBD","2","6","85.7142857142857",0.4,"RBD"
"best","3","5","82.967032967033",0.4,"RBD"
"best","3","6","87.3626373626374",0.4,"RBD"
"poisson","3","5","82.4175824175824",0.4,"RBD"
"poisson","3","6","85.7142857142857",0.4,"RBD"
"RBD","3","5","83.5164835164835",0.4,"RBD"
"RBD","3","6","87.3626373626374",0.4,"RBD"
"best","4","5","85.1648351648352",0.4,"RBD"
"best","4","6","82.4175824175824",0.4,"RBD"
"poisson","4","5","84.0659340659341",0.4,"RBD"
"poisson","4","6","82.4175824175824",0.4,"RBD"
"RBD","4","5","86.8131868131868",0.4,"RBD"
"RBD","4","6","84.0659340659341",0.4,"RBD"
"best","5","5","84.0659340659341",0.4,"RBD"
"best","5","6","85.7142857142857",0.4,"RBD"
"poisson","5","5","84.6153846153846",0.4,"RBD"
"poisson","5","6","82.4175824175824",0.4,"RBD"
"RBD","5","5","84.6153846153846",0.4,"RBD"
"RBD","5","6","85.7142857142857",0.4,"RBD"
"best","6","5","90.1098901098901",0.4,"RBD"
"best","6","6","81.8681318681319",0.4,"RBD"
"poisson","6","5","89.5604395604396",0.4,"RBD"
"poisson","6","6","82.967032967033",0.4,"RBD"
"RBD","6","5","90.6593406593407",0.4,"RBD"
"RBD","6","6","82.4175824175824",0.4,"RBD"
"best","7","5","87.9120879120879",0.4,"RBD"
"best","7","6","84.0659340659341",0.4,"RBD"
"poisson","7","5","86.8131868131868",0.4,"RBD"
"poisson","7","6","83.5164835164835",0.4,"RBD"
"RBD","7","5","86.8131868131868",0.4,"RBD"
"RBD","7","6","86.2637362637363",0.4,"RBD"
"best","8","5","86.8131868131868",0.4,"RBD"
"best","8","6","83.5164835164835",0.4,"RBD"
"poisson","8","5","84.0659340659341",0.4,"RBD"
"poisson","8","6","81.8681318681319",0.4,"RBD"
"RBD","8","5","86.2637362637363",0.4,"RBD"
"RBD","8","6","82.967032967033",0.4,"RBD"
"best","9","5","80.7692307692308",0.4,"RBD"
"best","9","6","81.3186813186813",0.4,"RBD"
"poisson","9","5","82.4175824175824",0.4,"RBD"
"poisson","9","6","81.3186813186813",0.4,"RBD"
"RBD","9","5","82.4175824175824",0.4,"RBD"
"RBD","9","6","80.2197802197802",0.4,"RBD"
"best","10","5","84.0659340659341",0.4,"RBD"
"best","10","6","85.1648351648352",0.4,"RBD"
"poisson","10","5","82.967032967033",0.4,"RBD"
"poisson","10","6","82.4175824175824",0.4,"RBD"
"RBD","10","5","84.0659340659341",0.4,"RBD"
"RBD","10","6","84.0659340659341",0.4,"RBD"
"best","11","5","85.1648351648352",0.4,"RBD"
"best","11","6","88.4615384615385",0.4,"RBD"
"poisson","11","5","84.0659340659341",0.4,"RBD"
"poisson","11","6","88.4615384615385",0.4,"RBD"
"RBD","11","5","85.7142857142857",0.4,"RBD"
"RBD","11","6","89.010989010989",0.4,"RBD"
"best","12","5","82.967032967033",0.4,"RBD"
"best","12","6","84.0659340659341",0.4,"RBD"
"poisson","12","5","81.8681318681319",0.4,"RBD"
"poisson","12","6","82.4175824175824",0.4,"RBD"
"RBD","12","5","84.0659340659341",0.4,"RBD"
"RBD","12","6","83.5164835164835",0.4,"RBD"
"best","13","5","83.5164835164835",0.4,"RBD"
"best","13","6","81.3186813186813",0.4,"RBD"
"poisson","13","5","82.967032967033",0.4,"RBD"
"poisson","13","6","82.967032967033",0.4,"RBD"
"RBD","13","5","83.5164835164835",0.4,"RBD"
"RBD","13","6","76.9230769230769",0.4,"RBD"
"best","14","5","83.5164835164835",0.4,"RBD"
"best","14","6","80.2197802197802",0.4,"RBD"
"poisson","14","5","81.8681318681319",0.4,"RBD"
"poisson","14","6","78.021978021978",0.4,"RBD"
"RBD","14","5","82.967032967033",0.4,"RBD"
"RBD","14","6","81.3186813186813",0.4,"RBD"
"best","15","5","84.0659340659341",0.4,"RBD"
"best","15","6","84.0659340659341",0.4,"RBD"
"poisson","15","5","82.4175824175824",0.4,"RBD"
"poisson","15","6","81.3186813186813",0.4,"RBD"
"RBD","15","5","85.1648351648352",0.4,"RBD"
"RBD","15","6","87.3626373626374",0.4,"RBD"
"best","16","5","86.2637362637363",0.4,"RBD"
"best","16","6","89.010989010989",0.4,"RBD"
"poisson","16","5","84.0659340659341",0.4,"RBD"
"poisson","16","6","86.2637362637363",0.4,"RBD"
"RBD","16","5","86.2637362637363",0.4,"RBD"
"RBD","16","6","89.5604395604396",0.4,"RBD"
"best","17","5","84.6153846153846",0.4,"RBD"
"best","17","6","82.967032967033",0.4,"RBD"
"poisson","17","5","82.967032967033",0.4,"RBD"
"poisson","17","6","83.5164835164835",0.4,"RBD"
"RBD","17","5","84.6153846153846",0.4,"RBD"
"RBD","17","6","85.1648351648352",0.4,"RBD"
"best","18","5","83.5164835164835",0.4,"RBD"
"best","18","6","81.3186813186813",0.4,"RBD"
"poisson","18","5","82.967032967033",0.4,"RBD"
"poisson","18","6","80.7692307692308",0.4,"RBD"
"RBD","18","5","86.2637362637363",0.4,"RBD"
"RBD","18","6","82.967032967033",0.4,"RBD"
