"model","rep","total_blens","mean_blens","blens","system"
"best","1","1.843604","0.3687208",0.4,"HA"
"best","2","1.771101","0.3542202",0.4,"HA"
"best","3","1.940575","0.388115",0.4,"HA"
"best","4","1.71254","0.342508",0.4,"HA"
"best","5","1.812467","0.3624934",0.4,"HA"
"best","6","1.957716","0.3915432",0.4,"HA"
"best","7","1.851192","0.3702384",0.4,"HA"
"best","8","1.916143","0.3832286",0.4,"HA"
"best","9","1.81826","0.363652",0.4,"HA"
"best","10","2.111606","0.4223212",0.4,"HA"
"best","11","1.87421","0.374842",0.4,"HA"
"best","12","1.927632","0.3855264",0.4,"HA"
"best","13","2.043147","0.4086294",0.4,"HA"
"best","14","2.091763","0.4183526",0.4,"HA"
"best","15","1.806876","0.3613752",0.4,"HA"
"best","16","2.160874","0.4321748",0.4,"HA"
"best","17","1.812076","0.3624152",0.4,"HA"
"best","18","1.818719","0.3637438",0.4,"HA"
"best","19","2.024626","0.4049252",0.4,"HA"
"best","20","2.024497","0.4048994",0.4,"HA"
"best","21","2.007813","0.4015626",0.4,"HA"
"best","22","2.232594","0.4465188",0.4,"HA"
"best","23","1.880895","0.376179",0.4,"HA"
"best","24","1.8432","0.36864",0.4,"HA"
"best","25","0.721811","0.1443622",0.4,"HA"
"best","26","1.944164","0.3888328",0.4,"HA"
"best","27","2.063392","0.4126784",0.4,"HA"
"best","28","2.047509","0.4095018",0.4,"HA"
"best","29","1.994059","0.3988118",0.4,"HA"
"best","30","1.964401","0.3928802",0.4,"HA"
"best","31","1.693461","0.3386922",0.4,"HA"
"best","32","1.896663","0.3793326",0.4,"HA"
"best","33","1.728044","0.3456088",0.4,"HA"
"best","34","1.979205","0.395841",0.4,"HA"
"best","35","2.184947","0.4369894",0.4,"HA"
"best","36","1.764296","0.3528592",0.4,"HA"
"best","37","2.102113","0.4204226",0.4,"HA"
"best","38","1.830793","0.3661586",0.4,"HA"
"best","39","1.860674","0.3721348",0.4,"HA"
"best","40","2.02004","0.404008",0.4,"HA"
"best","41","2.20029","0.440058",0.4,"HA"
"best","42","1.886292","0.3772584",0.4,"HA"
"best","43","1.794201","0.3588402",0.4,"HA"
"best","44","2.192189","0.4384378",0.4,"HA"
"best","45","2.068694","0.4137388",0.4,"HA"
"best","46","1.981958","0.3963916",0.4,"HA"
"best","47","2.044572","0.4089144",0.4,"HA"
"best","48","1.878798","0.3757596",0.4,"HA"
"best","49","1.764832","0.3529664",0.4,"HA"
"best","50","1.688493","0.3376986",0.4,"HA"
"best","51","1.999954","0.3999908",0.4,"HA"
"best","52","1.933774","0.3867548",0.4,"HA"
"best","53","1.764122","0.3528244",0.4,"HA"
"best","54","2.291905","0.458381",0.4,"HA"
"best","55","1.649975","0.329995",0.4,"HA"
"best","56","1.768225","0.353645",0.4,"HA"
"best","57","2.079833","0.4159666",0.4,"HA"
"best","58","1.985953","0.3971906",0.4,"HA"
"best","59","1.705934","0.3411868",0.4,"HA"
"best","60","2.019014","0.4038028",0.4,"HA"
"best","61","1.994689","0.3989378",0.4,"HA"
"best","62","1.83164","0.366328",0.4,"HA"
"best","63","1.96196","0.392392",0.4,"HA"
"best","64","1.739289","0.3478578",0.4,"HA"
"best","65","1.930206","0.3860412",0.4,"HA"
"best","66","2.105733","0.4211466",0.4,"HA"
"best","67","1.919397","0.3838794",0.4,"HA"
"best","68","1.908285","0.381657",0.4,"HA"
"best","69","2.209118","0.4418236",0.4,"HA"
"best","70","1.948756","0.3897512",0.4,"HA"
"best","71","1.843862","0.3687724",0.4,"HA"
"best","72","1.611967","0.3223934",0.4,"HA"
"best","73","1.862887","0.3725774",0.4,"HA"
"best","74","1.842287","0.3684574",0.4,"HA"
"best","75","2.085869","0.4171738",0.4,"HA"
"best","76","1.968514","0.3937028",0.4,"HA"
"best","77","1.915897","0.3831794",0.4,"HA"
"best","78","2.071934","0.4143868",0.4,"HA"
"best","79","1.636545","0.327309",0.4,"HA"
"best","80","2.128886","0.4257772",0.4,"HA"
"best","81","2.087585","0.417517",0.4,"HA"
"best","82","1.744845","0.348969",0.4,"HA"
"best","83","1.843382","0.3686764",0.4,"HA"
"best","84","1.792334","0.3584668",0.4,"HA"
"best","85","1.860887","0.3721774",0.4,"HA"
"best","86","1.947207","0.3894414",0.4,"HA"
"best","87","1.961598","0.3923196",0.4,"HA"
"best","88","2.021161","0.4042322",0.4,"HA"
"best","89","2.023617","0.4047234",0.4,"HA"
"best","90","1.978848","0.3957696",0.4,"HA"
"best","91","2.047412","0.4094824",0.4,"HA"
"best","92","2.145524","0.4291048",0.4,"HA"
"best","93","2.010977","0.4021954",0.4,"HA"
"best","94","1.983739","0.3967478",0.4,"HA"
"best","95","1.661631","0.3323262",0.4,"HA"
"best","96","2.206105","0.441221",0.4,"HA"
"best","97","1.944423","0.3888846",0.4,"HA"
"best","98","1.638106","0.3276212",0.4,"HA"
"best","99","1.714216","0.3428432",0.4,"HA"
"best","100","1.757569","0.3515138",0.4,"HA"
"poisson","1","1.308677","0.2617354",0.4,"HA"
"poisson","2","1.315683","0.2631366",0.4,"HA"
"poisson","3","1.347753","0.2695506",0.4,"HA"
"poisson","4","1.214331","0.2428662",0.4,"HA"
"poisson","5","1.335984","0.2671968",0.4,"HA"
"poisson","6","1.453722","0.2907444",0.4,"HA"
"poisson","7","1.29487","0.258974",0.4,"HA"
"poisson","8","1.295972","0.2591944",0.4,"HA"
"poisson","9","1.257939","0.2515878",0.4,"HA"
"poisson","10","1.368316","0.2736632",0.4,"HA"
"poisson","11","1.386692","0.2773384",0.4,"HA"
"poisson","12","1.268872","0.2537744",0.4,"HA"
"poisson","13","1.355286","0.2710572",0.4,"HA"
"poisson","14","1.381454","0.2762908",0.4,"HA"
"poisson","15","1.32911","0.265822",0.4,"HA"
"poisson","16","1.414993","0.2829986",0.4,"HA"
"poisson","17","1.29402","0.258804",0.4,"HA"
"poisson","18","1.214962","0.2429924",0.4,"HA"
"poisson","19","1.31566","0.263132",0.4,"HA"
"poisson","20","1.356225","0.271245",0.4,"HA"
"poisson","21","1.395132","0.2790264",0.4,"HA"
"poisson","22","1.403262","0.2806524",0.4,"HA"
"poisson","23","1.345869","0.2691738",0.4,"HA"
"poisson","24","1.33991","0.267982",0.4,"HA"
"poisson","25","1.407047","0.2814094",0.4,"HA"
"poisson","26","1.344734","0.2689468",0.4,"HA"
"poisson","27","1.441647","0.2883294",0.4,"HA"
"poisson","28","1.444488","0.2888976",0.4,"HA"
"poisson","29","1.393999","0.2787998",0.4,"HA"
"poisson","30","1.395756","0.2791512",0.4,"HA"
"poisson","31","1.197827","0.2395654",0.4,"HA"
"poisson","32","1.372334","0.2744668",0.4,"HA"
"poisson","33","1.290144","0.2580288",0.4,"HA"
"poisson","34","1.412573","0.2825146",0.4,"HA"
"poisson","35","1.359391","0.2718782",0.4,"HA"
"poisson","36","1.306153","0.2612306",0.4,"HA"
"poisson","37","1.461531","0.2923062",0.4,"HA"
"poisson","38","1.299043","0.2598086",0.4,"HA"
"poisson","39","1.31345","0.26269",0.4,"HA"
"poisson","40","1.484963","0.2969926",0.4,"HA"
"poisson","41","1.458801","0.2917602",0.4,"HA"
"poisson","42","1.299201","0.2598402",0.4,"HA"
"poisson","43","1.291034","0.2582068",0.4,"HA"
"poisson","44","1.474261","0.2948522",0.4,"HA"
"poisson","45","1.434782","0.2869564",0.4,"HA"
"poisson","46","1.336134","0.2672268",0.4,"HA"
"poisson","47","1.410277","0.2820554",0.4,"HA"
"poisson","48","1.416308","0.2832616",0.4,"HA"
"poisson","49","1.22816","0.245632",0.4,"HA"
"poisson","50","1.263688","0.2527376",0.4,"HA"
"poisson","51","1.433236","0.2866472",0.4,"HA"
"poisson","52","1.275443","0.2550886",0.4,"HA"
"poisson","53","1.318469","0.2636938",0.4,"HA"
"poisson","54","1.520178","0.3040356",0.4,"HA"
"poisson","55","1.370836","0.2741672",0.4,"HA"
"poisson","56","1.255168","0.2510336",0.4,"HA"
"poisson","57","1.416811","0.2833622",0.4,"HA"
"poisson","58","1.472607","0.2945214",0.4,"HA"
"poisson","59","1.242766","0.2485532",0.4,"HA"
"poisson","60","1.365502","0.2731004",0.4,"HA"
"poisson","61","1.366593","0.2733186",0.4,"HA"
"poisson","62","1.299938","0.2599876",0.4,"HA"
"poisson","63","1.31908","0.263816",0.4,"HA"
"poisson","64","1.303919","0.2607838",0.4,"HA"
"poisson","65","1.364463","0.2728926",0.4,"HA"
"poisson","66","1.358164","0.2716328",0.4,"HA"
"poisson","67","1.382944","0.2765888",0.4,"HA"
"poisson","68","1.330092","0.2660184",0.4,"HA"
"poisson","69","1.39997","0.279994",0.4,"HA"
"poisson","70","1.34776","0.269552",0.4,"HA"
"poisson","71","1.296725","0.259345",0.4,"HA"
"poisson","72","1.256981","0.2513962",0.4,"HA"
"poisson","73","1.298577","0.2597154",0.4,"HA"
"poisson","74","1.365339","0.2730678",0.4,"HA"
"poisson","75","1.407509","0.2815018",0.4,"HA"
"poisson","76","1.362825","0.272565",0.4,"HA"
"poisson","77","1.291562","0.2583124",0.4,"HA"
"poisson","78","1.432655","0.286531",0.4,"HA"
"poisson","79","1.45277","0.290554",0.4,"HA"
"poisson","80","1.435045","0.287009",0.4,"HA"
"poisson","81","1.388127","0.2776254",0.4,"HA"
"poisson","82","1.243884","0.2487768",0.4,"HA"
"poisson","83","1.270233","0.2540466",0.4,"HA"
"poisson","84","1.3059","0.26118",0.4,"HA"
"poisson","85","1.277233","0.2554466",0.4,"HA"
"poisson","86","1.420005","0.284001",0.4,"HA"
"poisson","87","1.365694","0.2731388",0.4,"HA"
"poisson","88","1.391283","0.2782566",0.4,"HA"
"poisson","89","1.415007","0.2830014",0.4,"HA"
"poisson","90","1.361979","0.2723958",0.4,"HA"
"poisson","91","1.358533","0.2717066",0.4,"HA"
"poisson","92","1.38656","0.277312",0.4,"HA"
"poisson","93","1.388807","0.2777614",0.4,"HA"
"poisson","94","1.373849","0.2747698",0.4,"HA"
"poisson","95","1.156317","0.2312634",0.4,"HA"
"poisson","96","1.474069","0.2948138",0.4,"HA"
"poisson","97","1.367921","0.2735842",0.4,"HA"
"poisson","98","1.20464","0.240928",0.4,"HA"
"poisson","99","1.263227","0.2526454",0.4,"HA"
"poisson","100","1.270918","0.2541836",0.4,"HA"
"H1","1","2.178232","0.4356464",0.4,"HA"
"H1","2","1.898192","0.3796384",0.4,"HA"
"H1","3","2.315822","0.4631644",0.4,"HA"
"H1","4","1.880195","0.376039",0.4,"HA"
"H1","5","1.999966","0.3999932",0.4,"HA"
"H1","6","2.100732","0.4201464",0.4,"HA"
"H1","7","1.844364","0.3688728",0.4,"HA"
"H1","8","1.87345","0.37469",0.4,"HA"
"H1","9","1.776342","0.3552684",0.4,"HA"
"H1","10","2.004482","0.4008964",0.4,"HA"
"H1","11","1.93845","0.38769",0.4,"HA"
"H1","12","2.209837","0.4419674",0.4,"HA"
"H1","13","1.97352","0.394704",0.4,"HA"
"H1","14","2.108505","0.421701",0.4,"HA"
"H1","15","1.740986","0.3481972",0.4,"HA"
"H1","16","2.178061","0.4356122",0.4,"HA"
"H1","17","1.837219","0.3674438",0.4,"HA"
"H1","18","1.870338","0.3740676",0.4,"HA"
"H1","19","2.246298","0.4492596",0.4,"HA"
"H1","20","2.025005","0.405001",0.4,"HA"
"H1","21","2.060669","0.4121338",0.4,"HA"
"H1","22","2.047911","0.4095822",0.4,"HA"
"H1","23","1.906416","0.3812832",0.4,"HA"
"H1","24","1.857832","0.3715664",0.4,"HA"
"H1","25","2.219546","0.4439092",0.4,"HA"
"H1","26","2.011941","0.4023882",0.4,"HA"
"H1","27","2.306301","0.4612602",0.4,"HA"
"H1","28","2.124452","0.4248904",0.4,"HA"
"H1","29","2.040404","0.4080808",0.4,"HA"
"H1","30","2.317928","0.4635856",0.4,"HA"
"H1","31","1.922093","0.3844186",0.4,"HA"
"H1","32","1.911904","0.3823808",0.4,"HA"
"H1","33","1.790356","0.3580712",0.4,"HA"
