"category","proportion","system","blens"
"Same error",0.127164473684211,"SR",0.4
"Different error",0.028625,"SR",0.4
"Only SH correct",0.0211052631578947,"SR",0.4
"Only SS correct",0.0203421052631579,"SR",0.4
