"model","rep","node","identity","blens","system"
"best","1","5","82.7272727272727",0.4,"HA"
"best","1","6","85.2727272727273",0.4,"HA"
"poisson","1","5","81.0909090909091",0.4,"HA"
"poisson","1","6","82.3636363636364",0.4,"HA"
"H1","1","5","82.5454545454545",0.4,"HA"
"H1","1","6","86",0.4,"HA"
"H3","1","5","83.2727272727273",0.4,"HA"
"H3","1","6","85.0909090909091",0.4,"HA"
"best","2","5","84.3636363636364",0.4,"HA"
"best","2","6","84.3636363636364",0.4,"HA"
"poisson","2","5","83.0909090909091",0.4,"HA"
"poisson","2","6","82.5454545454545",0.4,"HA"
"H1","2","5","84",0.4,"HA"
"H1","2","6","85.0909090909091",0.4,"HA"
"H3","2","5","84",0.4,"HA"
"H3","2","6","84.5454545454545",0.4,"HA"
"best","3","5","84.7272727272727",0.4,"HA"
"best","3","6","82.5454545454545",0.4,"HA"
"poisson","3","5","81.6363636363636",0.4,"HA"
"poisson","3","6","81.2727272727273",0.4,"HA"
"H1","3","5","85.0909090909091",0.4,"HA"
"H1","3","6","82.7272727272727",0.4,"HA"
"H3","3","5","85.4545454545455",0.4,"HA"
"H3","3","6","83.0909090909091",0.4,"HA"
"best","4","5","84.7272727272727",0.4,"HA"
"best","4","6","84.7272727272727",0.4,"HA"
"poisson","4","5","83.2727272727273",0.4,"HA"
"poisson","4","6","83.6363636363636",0.4,"HA"
"H1","4","5","84.1818181818182",0.4,"HA"
"H1","4","6","84.9090909090909",0.4,"HA"
"H3","4","5","84.3636363636364",0.4,"HA"
"H3","4","6","84.9090909090909",0.4,"HA"
"best","5","5","82.9090909090909",0.4,"HA"
"best","5","6","84.3636363636364",0.4,"HA"
"poisson","5","5","81.8181818181818",0.4,"HA"
"poisson","5","6","83.0909090909091",0.4,"HA"
"H1","5","5","84.9090909090909",0.4,"HA"
"H1","5","6","86",0.4,"HA"
"H3","5","5","84.5454545454545",0.4,"HA"
"H3","5","6","85.6363636363636",0.4,"HA"
"best","6","5","82.5454545454545",0.4,"HA"
"best","6","6","80.1818181818182",0.4,"HA"
"poisson","6","5","80.7272727272727",0.4,"HA"
"poisson","6","6","79.0909090909091",0.4,"HA"
"H1","6","5","82.7272727272727",0.4,"HA"
"H1","6","6","80",0.4,"HA"
"H3","6","5","82.3636363636364",0.4,"HA"
"H3","6","6","80.9090909090909",0.4,"HA"
"best","7","5","83.0909090909091",0.4,"HA"
"best","7","6","82.5454545454545",0.4,"HA"
"poisson","7","5","78.9090909090909",0.4,"HA"
"poisson","7","6","80.1818181818182",0.4,"HA"
"H1","7","5","84",0.4,"HA"
"H1","7","6","83.0909090909091",0.4,"HA"
"H3","7","5","83.0909090909091",0.4,"HA"
"H3","7","6","82.5454545454545",0.4,"HA"
"best","8","5","87.0909090909091",0.4,"HA"
"best","8","6","84.5454545454545",0.4,"HA"
"poisson","8","5","84.9090909090909",0.4,"HA"
"poisson","8","6","81.4545454545455",0.4,"HA"
"H1","8","5","86.7272727272727",0.4,"HA"
"H1","8","6","84.7272727272727",0.4,"HA"
"H3","8","5","86.9090909090909",0.4,"HA"
"H3","8","6","84",0.4,"HA"
"best","9","5","86.3636363636364",0.4,"HA"
"best","9","6","85.8181818181818",0.4,"HA"
"poisson","9","5","84.7272727272727",0.4,"HA"
"poisson","9","6","83.0909090909091",0.4,"HA"
"H1","9","5","86.5454545454545",0.4,"HA"
"H1","9","6","86.9090909090909",0.4,"HA"
"H3","9","5","86.9090909090909",0.4,"HA"
"H3","9","6","86.9090909090909",0.4,"HA"
"best","10","5","82.1818181818182",0.4,"HA"
"best","10","6","82.9090909090909",0.4,"HA"
"poisson","10","5","81.2727272727273",0.4,"HA"
"poisson","10","6","82.5454545454545",0.4,"HA"
"H1","10","5","84",0.4,"HA"
"H1","10","6","83.6363636363636",0.4,"HA"
"H3","10","5","83.0909090909091",0.4,"HA"
"H3","10","6","83.0909090909091",0.4,"HA"
"best","11","5","80.7272727272727",0.4,"HA"
"best","11","6","85.0909090909091",0.4,"HA"
"poisson","11","5","79.0909090909091",0.4,"HA"
"poisson","11","6","82.3636363636364",0.4,"HA"
"H1","11","5","82.7272727272727",0.4,"HA"
"H1","11","6","85.4545454545455",0.4,"HA"
"H3","11","5","82.7272727272727",0.4,"HA"
"H3","11","6","84.5454545454545",0.4,"HA"
"best","12","5","85.0909090909091",0.4,"HA"
"best","12","6","83.0909090909091",0.4,"HA"
"poisson","12","5","82.3636363636364",0.4,"HA"
"poisson","12","6","81.8181818181818",0.4,"HA"
"H1","12","5","84",0.4,"HA"
"H1","12","6","83.2727272727273",0.4,"HA"
"H3","12","5","84.7272727272727",0.4,"HA"
"H3","12","6","82.3636363636364",0.4,"HA"
"best","13","5","81.6363636363636",0.4,"HA"
"best","13","6","83.0909090909091",0.4,"HA"
"poisson","13","5","80.5454545454545",0.4,"HA"
"poisson","13","6","80.1818181818182",0.4,"HA"
"H1","13","5","82.5454545454545",0.4,"HA"
"H1","13","6","81.4545454545455",0.4,"HA"
"H3","13","5","82.5454545454545",0.4,"HA"
"H3","13","6","81.6363636363636",0.4,"HA"
"best","14","5","83.6363636363636",0.4,"HA"
"best","14","6","81.0909090909091",0.4,"HA"
"poisson","14","5","81.6363636363636",0.4,"HA"
"poisson","14","6","79.8181818181818",0.4,"HA"
"H1","14","5","84",0.4,"HA"
"H1","14","6","81.8181818181818",0.4,"HA"
"H3","14","5","84.3636363636364",0.4,"HA"
"H3","14","6","81.6363636363636",0.4,"HA"
"best","15","5","86",0.4,"HA"
"best","15","6","82.9090909090909",0.4,"HA"
"poisson","15","5","82.9090909090909",0.4,"HA"
"poisson","15","6","81.4545454545455",0.4,"HA"
"H1","15","5","85.6363636363636",0.4,"HA"
"H1","15","6","83.8181818181818",0.4,"HA"
"H3","15","5","85.2727272727273",0.4,"HA"
"H3","15","6","83.8181818181818",0.4,"HA"
"best","16","5","84.5454545454545",0.4,"HA"
"best","16","6","84.3636363636364",0.4,"HA"
"poisson","16","5","81.2727272727273",0.4,"HA"
"poisson","16","6","82.7272727272727",0.4,"HA"
"H1","16","5","84.1818181818182",0.4,"HA"
"H1","16","6","85.4545454545455",0.4,"HA"
"H3","16","5","84.3636363636364",0.4,"HA"
"H3","16","6","85.2727272727273",0.4,"HA"
