"bin_midpoint","model","prop_true","total_elements","prop_correct","blens","system"
0.025,"ER",1675,144063,0.0116268576942032,0.1,"SR"
0.075,"ER",712,8757,0.0813063834646569,0.1,"SR"
0.125,"ER",474,3864,0.122670807453416,0.1,"SR"
0.175,"ER",379,2289,0.165574486675404,0.1,"SR"
0.225,"ER",330,1530,0.215686274509804,0.1,"SR"
0.275,"ER",324,1176,0.275510204081633,0.1,"SR"
0.325,"ER",305,962,0.317047817047817,0.1,"SR"
0.375,"ER",296,821,0.360535931790499,0.1,"SR"
0.425,"ER",310,783,0.395913154533844,0.1,"SR"
0.475,"ER",317,697,0.45480631276901,0.1,"SR"
0.525,"ER",350,674,0.519287833827893,0.1,"SR"
0.575,"ER",339,638,0.531347962382445,0.1,"SR"
0.625,"ER",417,694,0.600864553314121,0.1,"SR"
0.675,"ER",435,690,0.630434782608696,0.1,"SR"
0.725,"ER",576,840,0.685714285714286,0.1,"SR"
0.775,"ER",860,1139,0.755048287971905,0.1,"SR"
0.825,"ER",1399,1715,0.815743440233236,0.1,"SR"
0.875,"ER",2525,2920,0.86472602739726,0.1,"SR"
0.925,"ER",5705,6216,0.917792792792793,0.1,"SR"
0.975,"ER",134005,135095,0.991931603686295,0.1,"SR"
0.025,"best",1796,138295,0.0129867312628801,0.1,"SR"
0.075,"best",614,7918,0.0775448345541803,0.1,"SR"
0.125,"best",441,3716,0.118675995694295,0.1,"SR"
0.175,"best",398,2354,0.169073916737468,0.1,"SR"
0.225,"best",346,1626,0.212792127921279,0.1,"SR"
0.275,"best",345,1382,0.249638205499276,0.1,"SR"
0.325,"best",313,1090,0.287155963302752,0.1,"SR"
0.375,"best",320,919,0.348204570184984,0.1,"SR"
0.425,"best",328,832,0.394230769230769,0.1,"SR"
0.475,"best",350,804,0.435323383084577,0.1,"SR"
0.525,"best",347,766,0.453002610966057,0.1,"SR"
0.575,"best",399,729,0.547325102880658,0.1,"SR"
0.625,"best",458,761,0.601839684625493,0.1,"SR"
0.675,"best",547,835,0.655089820359281,0.1,"SR"
0.725,"best",657,898,0.73162583518931,0.1,"SR"
0.775,"best",880,1164,0.756013745704467,0.1,"SR"
0.825,"best",1235,1500,0.823333333333333,0.1,"SR"
0.875,"best",2165,2486,0.87087691069992,0.1,"SR"
0.925,"best",4690,5157,0.909443474888501,0.1,"SR"
0.975,"best",135023,136230,0.99113998385084,0.1,"SR"
0.025,"kSR",1799,123467,0.0145706950035232,0.1,"SR"
0.075,"kSR",655,7674,0.0853531404743289,0.1,"SR"
0.125,"kSR",440,3342,0.131657690005984,0.1,"SR"
0.175,"kSR",372,1928,0.192946058091286,0.1,"SR"
0.225,"kSR",296,1282,0.230889235569423,0.1,"SR"
0.275,"kSR",297,1051,0.282588011417697,0.1,"SR"
0.325,"kSR",290,924,0.313852813852814,0.1,"SR"
0.375,"kSR",282,733,0.384720327421555,0.1,"SR"
0.425,"kSR",283,727,0.389270976616231,0.1,"SR"
0.475,"kSR",274,619,0.44264943457189,0.1,"SR"
0.525,"kSR",279,587,0.475298126064736,0.1,"SR"
0.575,"kSR",293,597,0.490787269681742,0.1,"SR"
0.625,"kSR",343,625,0.5488,0.1,"SR"
0.675,"kSR",428,662,0.646525679758308,0.1,"SR"
0.725,"kSR",458,689,0.664731494920174,0.1,"SR"
0.775,"kSR",709,967,0.733195449844881,0.1,"SR"
0.825,"kSR",1094,1398,0.782546494992847,0.1,"SR"
0.875,"kSR",2109,2503,0.842588893328006,0.1,"SR"
0.925,"kSR",5088,5629,0.903890566708119,0.1,"SR"
0.975,"kSR",135979,137129,0.991613735971239,0.1,"SR"
0.025,"poisson",2067,152477,0.0135561428936823,0.1,"SR"
0.075,"poisson",365,2558,0.142689601250977,0.1,"SR"
0.125,"poisson",415,2005,0.206982543640898,0.1,"SR"
0.175,"poisson",525,2076,0.252890173410405,0.1,"SR"
0.225,"poisson",667,2132,0.312851782363977,0.1,"SR"
0.275,"poisson",709,2195,0.323006833712984,0.1,"SR"
0.325,"poisson",556,1783,0.311833987661245,0.1,"SR"
0.375,"poisson",451,1373,0.328477785870357,0.1,"SR"
0.425,"poisson",321,1030,0.311650485436893,0.1,"SR"
0.475,"poisson",270,809,0.333745364647713,0.1,"SR"
0.525,"poisson",212,561,0.377896613190731,0.1,"SR"
0.575,"poisson",150,429,0.34965034965035,0.1,"SR"
0.625,"poisson",134,325,0.412307692307692,0.1,"SR"
0.675,"poisson",115,293,0.392491467576792,0.1,"SR"
0.725,"poisson",91,215,0.423255813953488,0.1,"SR"
0.775,"poisson",125,219,0.570776255707763,0.1,"SR"
0.825,"poisson",222,339,0.654867256637168,0.1,"SR"
0.875,"poisson",394,550,0.716363636363636,0.1,"SR"
0.925,"poisson",1349,1627,0.829133374308543,0.1,"SR"
0.975,"poisson",142238,144160,0.986667591564928,0.1,"SR"
