"category","proportion","reconstruction","system","blens"
"True",0.000248463824622765,"SH","HA",0.1
"Misleading",0.977627118644068,"SH","HA",0.1
"Absent",0.39258114374034,"SH","HA",0.1
"True",0.000554265454927707,"SS","HA",0.1
"Misleading",0.936949152542373,"SS","HA",0.1
"Absent",0.347758887171561,"SS","HA",0.1
