"category","proportion","reconstruction","system","blens"
"True",0.00039541780543118,"SH","RBD",0.1
"Misleading",0.988866396761134,"SH","RBD",0.1
"Absent",0.472686102462496,"SH","RBD",0.1
"True",0.00130255277083212,"SS","RBD",0.1
"Misleading",0.923414304993252,"SS","RBD",0.1
"Absent",0.42244551372771,"SS","RBD",0.1
