"model","rep","mean_max","blens","system"
"best","1","0.995538181818182",0.05,"HA"
"best","1","0.995389090909091",0.05,"HA"
"best","2","0.992954545454545",0.05,"HA"
"best","2","0.994621818181818",0.05,"HA"
"best","3","0.996636363636364",0.05,"HA"
"best","3","0.996523636363636",0.05,"HA"
"best","4","0.992250909090909",0.05,"HA"
"best","4","0.994505454545455",0.05,"HA"
"best","5","0.99494",0.05,"HA"
"best","5","0.993992727272727",0.05,"HA"
"best","6","0.991694545454545",0.05,"HA"
"best","6","0.99022",0.05,"HA"
"best","7","0.9962",0.05,"HA"
"best","7","0.996741818181818",0.05,"HA"
"best","8","0.992214545454545",0.05,"HA"
"best","8","0.993903636363636",0.05,"HA"
"best","9","0.992205454545455",0.05,"HA"
"best","9","0.992267272727273",0.05,"HA"
"best","10","0.994841818181818",0.05,"HA"
"best","10","0.995154545454545",0.05,"HA"
"best","11","0.993545454545455",0.05,"HA"
"best","11","0.993514545454545",0.05,"HA"
"best","12","0.99314",0.05,"HA"
"best","12","0.992510909090909",0.05,"HA"
"best","13","0.993601818181818",0.05,"HA"
"best","13","0.993736363636364",0.05,"HA"
"best","14","0.98782",0.05,"HA"
"best","14","0.985936363636364",0.05,"HA"
"best","15","0.990196363636364",0.05,"HA"
"best","15","0.991494545454545",0.05,"HA"
"best","16","0.994963636363636",0.05,"HA"
"best","16","0.993509090909091",0.05,"HA"
"best","17","0.991516363636364",0.05,"HA"
"best","17","0.992216363636364",0.05,"HA"
"best","18","0.997883636363636",0.05,"HA"
"best","18","0.997889090909091",0.05,"HA"
"best","19","0.992625454545455",0.05,"HA"
"best","19","0.99278",0.05,"HA"
"best","20","0.995883636363636",0.05,"HA"
"best","20","0.99364",0.05,"HA"
"best","21","0.993156363636364",0.05,"HA"
"best","21","0.992723636363636",0.05,"HA"
"best","22","0.991976363636364",0.05,"HA"
"best","22","0.994149090909091",0.05,"HA"
"best","23","0.992050909090909",0.05,"HA"
"best","23","0.993990909090909",0.05,"HA"
"best","24","0.994885454545455",0.05,"HA"
"best","24","0.995647272727273",0.05,"HA"
"best","25","0.991705454545455",0.05,"HA"
"best","25","0.991529090909091",0.05,"HA"
"best","26","0.993645454545454",0.05,"HA"
"best","26","0.993087272727273",0.05,"HA"
"best","27","0.990712727272727",0.05,"HA"
"best","27","0.991570909090909",0.05,"HA"
"best","28","0.993798181818182",0.05,"HA"
"best","28","0.99446",0.05,"HA"
"best","29","0.997290909090909",0.05,"HA"
"best","29","0.996987272727273",0.05,"HA"
"best","30","0.994207272727273",0.05,"HA"
"best","30","0.991707272727273",0.05,"HA"
"best","31","0.991927272727273",0.05,"HA"
"best","31","0.992587272727273",0.05,"HA"
"best","32","0.992987272727273",0.05,"HA"
"best","32","0.99254",0.05,"HA"
"best","33","0.988656363636364",0.05,"HA"
"best","33","0.98936",0.05,"HA"
"best","34","0.993883636363636",0.05,"HA"
"best","34","0.996212727272727",0.05,"HA"
"best","35","0.991085454545454",0.05,"HA"
"best","35","0.995812727272727",0.05,"HA"
"best","36","0.99346",0.05,"HA"
"best","36","0.99368",0.05,"HA"
"best","37","0.993714545454545",0.05,"HA"
"best","37","0.991845454545455",0.05,"HA"
"best","38","0.994367272727273",0.05,"HA"
"best","38","0.994281818181818",0.05,"HA"
"best","39","0.990278181818182",0.05,"HA"
"best","39","0.990674545454545",0.05,"HA"
"best","40","0.99264",0.05,"HA"
"best","40","0.991450909090909",0.05,"HA"
"best","41","0.990521818181818",0.05,"HA"
"best","41","0.990310909090909",0.05,"HA"
"best","42","0.993394545454545",0.05,"HA"
"best","42","0.99126",0.05,"HA"
"best","43","0.994652727272727",0.05,"HA"
"best","43","0.995721818181818",0.05,"HA"
"best","44","0.992089090909091",0.05,"HA"
"best","44","0.99098",0.05,"HA"
"best","45","0.99184",0.05,"HA"
"best","45","0.993358181818182",0.05,"HA"
"best","46","0.993396363636364",0.05,"HA"
"best","46","0.991325454545455",0.05,"HA"
"best","47","0.988858181818182",0.05,"HA"
"best","47","0.992423636363636",0.05,"HA"
"best","48","0.990398181818182",0.05,"HA"
"best","48","0.992792727272727",0.05,"HA"
"best","49","0.993445454545455",0.05,"HA"
"best","49","0.995916363636364",0.05,"HA"
"best","50","0.992245454545455",0.05,"HA"
"best","50","0.990038181818182",0.05,"HA"
"best","51","0.991810909090909",0.05,"HA"
"best","51","0.99014",0.05,"HA"
"best","52","0.994210909090909",0.05,"HA"
"best","52","0.990370909090909",0.05,"HA"
"best","53","0.994967272727273",0.05,"HA"
"best","53","0.995030909090909",0.05,"HA"
"best","54","0.991165454545455",0.05,"HA"
"best","54","0.990310909090909",0.05,"HA"
"best","55","0.991941818181818",0.05,"HA"
"best","55","0.993469090909091",0.05,"HA"
"best","56","0.987543636363636",0.05,"HA"
"best","56","0.987947272727273",0.05,"HA"
"best","57","0.991536363636364",0.05,"HA"
"best","57","0.993303636363636",0.05,"HA"
"best","58","0.996947272727273",0.05,"HA"
"best","58","0.995667272727273",0.05,"HA"
"best","59","0.986841818181818",0.05,"HA"
"best","59","0.990858181818182",0.05,"HA"
"best","60","0.99324",0.05,"HA"
"best","60","0.995332727272727",0.05,"HA"
"best","61","0.988752727272727",0.05,"HA"
"best","61","0.98962",0.05,"HA"
"best","62","0.995672727272727",0.05,"HA"
"best","62","0.992476363636364",0.05,"HA"
"best","63","0.995881818181818",0.05,"HA"
"best","63","0.991729090909091",0.05,"HA"
"best","64","0.993216363636364",0.05,"HA"
"best","64","0.995016363636364",0.05,"HA"
"best","65","0.992909090909091",0.05,"HA"
"best","65","0.994203636363636",0.05,"HA"
"best","66","0.995394545454545",0.05,"HA"
"best","66","0.994545454545455",0.05,"HA"
"best","67","0.990303636363636",0.05,"HA"
"best","67","0.991510909090909",0.05,"HA"
"best","68","0.995656363636364",0.05,"HA"
"best","68","0.996883636363636",0.05,"HA"
"best","69","0.992110909090909",0.05,"HA"
"best","69","0.991816363636364",0.05,"HA"
"best","70","0.989972727272727",0.05,"HA"
"best","70","0.990716363636364",0.05,"HA"
"best","71","0.994038181818182",0.05,"HA"
"best","71","0.995816363636364",0.05,"HA"
"best","72","0.996841818181818",0.05,"HA"
"best","72","0.996012727272727",0.05,"HA"
"best","73","0.997409090909091",0.05,"HA"
"best","73","0.99466",0.05,"HA"
"best","74","0.992792727272727",0.05,"HA"
"best","74","0.995087272727273",0.05,"HA"
"best","75","0.992054545454545",0.05,"HA"
"best","75","0.99004",0.05,"HA"
"best","76","0.992185454545455",0.05,"HA"
"best","76","0.992545454545455",0.05,"HA"
"best","77","0.991563636363636",0.05,"HA"
"best","77","0.987690909090909",0.05,"HA"
"best","78","0.993756363636364",0.05,"HA"
"best","78","0.994152727272727",0.05,"HA"
"best","79","0.996449090909091",0.05,"HA"
"best","79","0.995567272727273",0.05,"HA"
"best","80","0.992054545454545",0.05,"HA"
"best","80","0.995341818181818",0.05,"HA"
"best","81","0.989056363636364",0.05,"HA"
"best","81","0.991401818181818",0.05,"HA"
"best","82","0.992050909090909",0.05,"HA"
"best","82","0.993603636363636",0.05,"HA"
"best","83","0.993056363636364",0.05,"HA"
"best","83","0.991327272727273",0.05,"HA"
"best","84","0.990736363636364",0.05,"HA"
"best","84","0.989843636363636",0.05,"HA"
"best","85","0.99408",0.05,"HA"
"best","85","0.992523636363636",0.05,"HA"
"best","86","0.988150909090909",0.05,"HA"
"best","86","0.990594545454546",0.05,"HA"
"best","87","0.994227272727273",0.05,"HA"
"best","87","0.994456363636364",0.05,"HA"
"best","88","0.990069090909091",0.05,"HA"
"best","88","0.989398181818182",0.05,"HA"
"best","89","0.991190909090909",0.05,"HA"
"best","89","0.989647272727273",0.05,"HA"
"best","90","0.990638181818182",0.05,"HA"
"best","90","0.99076",0.05,"HA"
"best","91","0.993303636363636",0.05,"HA"
"best","91","0.989441818181818",0.05,"HA"
"best","92","0.995101818181818",0.05,"HA"
"best","92","0.995803636363636",0.05,"HA"
"best","93","0.994205454545455",0.05,"HA"
"best","93","0.995292727272727",0.05,"HA"
"best","94","0.988036363636364",0.05,"HA"
"best","94","0.987572727272727",0.05,"HA"
"best","95","0.993754545454545",0.05,"HA"
"best","95","0.992796363636364",0.05,"HA"
"best","96","0.993134545454545",0.05,"HA"
"best","96","0.994392727272727",0.05,"HA"
"best","97","0.993738181818182",0.05,"HA"
"best","97","0.994256363636364",0.05,"HA"
"best","98","0.993138181818182",0.05,"HA"
"best","98","0.991887272727273",0.05,"HA"
"best","99","0.995116363636364",0.05,"HA"
"best","99","0.994974545454545",0.05,"HA"
"best","100","0.99096",0.05,"HA"
"best","100","0.993505454545455",0.05,"HA"
"poisson","1","0.994710909090909",0.05,"HA"
"poisson","1","0.996349090909091",0.05,"HA"
"poisson","2","0.992221818181818",0.05,"HA"
"poisson","2","0.993074545454545",0.05,"HA"
"poisson","3","0.997387272727273",0.05,"HA"
"poisson","3","0.995890909090909",0.05,"HA"
"poisson","4","0.990509090909091",0.05,"HA"
"poisson","4","0.994041818181818",0.05,"HA"
"poisson","5","0.994365454545455",0.05,"HA"
"poisson","5","0.99204",0.05,"HA"
"poisson","6","0.990541818181818",0.05,"HA"
"poisson","6","0.987447272727273",0.05,"HA"
"poisson","7","0.996236363636364",0.05,"HA"
"poisson","7","0.995158181818182",0.05,"HA"
"poisson","8","0.991996363636364",0.05,"HA"
"poisson","8","0.993030909090909",0.05,"HA"
"poisson","9","0.991583636363636",0.05,"HA"
"poisson","9","0.99116",0.05,"HA"
"poisson","10","0.995043636363636",0.05,"HA"
"poisson","10","0.9904",0.05,"HA"
"poisson","11","0.994130909090909",0.05,"HA"
"poisson","11","0.995196363636364",0.05,"HA"
"poisson","12","0.993254545454546",0.05,"HA"
"poisson","12","0.992196363636364",0.05,"HA"
"poisson","13","0.991914545454545",0.05,"HA"
"poisson","13","0.992985454545455",0.05,"HA"
"poisson","14","0.989698181818182",0.05,"HA"
"poisson","14","0.98642",0.05,"HA"
"poisson","15","0.98792",0.05,"HA"
"poisson","15","0.987427272727273",0.05,"HA"
"poisson","16","0.99334",0.05,"HA"
"poisson","16","0.993430909090909",0.05,"HA"
"poisson","17","0.990303636363636",0.05,"HA"
"poisson","17","0.994974545454545",0.05,"HA"
"poisson","18","0.997927272727273",0.05,"HA"
"poisson","18","0.997898181818182",0.05,"HA"
"poisson","19","0.991876363636364",0.05,"HA"
"poisson","19","0.994425454545455",0.05,"HA"
"poisson","20","0.996594545454545",0.05,"HA"
"poisson","20","0.994265454545455",0.05,"HA"
"poisson","21","0.991638181818182",0.05,"HA"
"poisson","21","0.992947272727273",0.05,"HA"
"poisson","22","0.992443636363636",0.05,"HA"
"poisson","22","0.993814545454546",0.05,"HA"
"poisson","23","0.992823636363636",0.05,"HA"
"poisson","23","0.994094545454545",0.05,"HA"
"poisson","24","0.995081818181818",0.05,"HA"
"poisson","24","0.995543636363636",0.05,"HA"
"poisson","25","0.991367272727273",0.05,"HA"
"poisson","25","0.992216363636364",0.05,"HA"
"poisson","26","0.993527272727273",0.05,"HA"
"poisson","26","0.991805454545455",0.05,"HA"
"poisson","27","0.991949090909091",0.05,"HA"
"poisson","27","0.99508",0.05,"HA"
"poisson","28","0.992647272727273",0.05,"HA"
"poisson","28","0.994763636363636",0.05,"HA"
"poisson","29","0.995978181818182",0.05,"HA"
"poisson","29","0.997178181818182",0.05,"HA"
"poisson","30","0.993143636363636",0.05,"HA"
"poisson","30","0.989685454545455",0.05,"HA"
"poisson","31","0.988907272727273",0.05,"HA"
"poisson","31","0.992332727272727",0.05,"HA"
"poisson","32","0.994941818181818",0.05,"HA"
"poisson","32","0.992274545454545",0.05,"HA"
"poisson","33","0.986909090909091",0.05,"HA"
"poisson","33","0.989472727272727",0.05,"HA"
"poisson","34","0.991914545454545",0.05,"HA"
"poisson","34","0.997598181818182",0.05,"HA"
"poisson","35","0.99374",0.05,"HA"
"poisson","35","0.995012727272727",0.05,"HA"
"poisson","36","0.992409090909091",0.05,"HA"
"poisson","36","0.989696363636364",0.05,"HA"
"poisson","37","0.99364",0.05,"HA"
"poisson","37","0.993687272727273",0.05,"HA"
"poisson","38","0.993052727272727",0.05,"HA"
"poisson","38","0.992221818181818",0.05,"HA"
"poisson","39","0.987783636363636",0.05,"HA"
"poisson","39","0.987574545454545",0.05,"HA"
"poisson","40","0.992710909090909",0.05,"HA"
"poisson","40","0.991309090909091",0.05,"HA"
"poisson","41","0.992649090909091",0.05,"HA"
"poisson","41","0.990943636363636",0.05,"HA"
"poisson","42","0.993630909090909",0.05,"HA"
"poisson","42","0.989290909090909",0.05,"HA"
"poisson","43","0.993907272727273",0.05,"HA"
"poisson","43","0.995303636363636",0.05,"HA"
"poisson","44","0.992783636363636",0.05,"HA"
"poisson","44","0.992692727272727",0.05,"HA"
"poisson","45","0.993090909090909",0.05,"HA"
"poisson","45","0.9943",0.05,"HA"
"poisson","46","0.993092727272727",0.05,"HA"
"poisson","46","0.988092727272727",0.05,"HA"
"poisson","47","0.986909090909091",0.05,"HA"
"poisson","47","0.996083636363636",0.05,"HA"
"poisson","48","0.990432727272727",0.05,"HA"
"poisson","48","0.994707272727273",0.05,"HA"
"poisson","49","0.996032727272727",0.05,"HA"
"poisson","49","0.996852727272727",0.05,"HA"
"poisson","50","0.98984",0.05,"HA"
"poisson","50","0.989718181818182",0.05,"HA"
"poisson","51","0.989958181818182",0.05,"HA"
"poisson","51","0.989532727272727",0.05,"HA"
"poisson","52","0.991470909090909",0.05,"HA"
"poisson","52","0.991312727272727",0.05,"HA"
"poisson","53","0.993245454545455",0.05,"HA"
"poisson","53","0.995661818181818",0.05,"HA"
"poisson","54","0.990927272727273",0.05,"HA"
"poisson","54","0.987669090909091",0.05,"HA"
"poisson","55","0.992363636363636",0.05,"HA"
