"model","rep","mean_max","blens","system"
"best","1","0.996855263157895",0.05,"SR"
"best","1","0.997368421052632",0.05,"SR"
"best","2","0.997236842105263",0.05,"SR"
"best","2","0.994276315789474",0.05,"SR"
"best","3","0.997223684210526",0.05,"SR"
"best","3","0.997223684210526",0.05,"SR"
"best","4","0.991052631578947",0.05,"SR"
"best","4","0.986960526315789",0.05,"SR"
"best","5","0.979960526315789",0.05,"SR"
"best","5","0.983947368421053",0.05,"SR"
"best","6","1",0.05,"SR"
"best","6","0.996315789473684",0.05,"SR"
"best","7","0.996131578947368",0.05,"SR"
"best","7","0.985960526315789",0.05,"SR"
"best","8","0.998894736842105",0.05,"SR"
"best","8","0.996092105263158",0.05,"SR"
"best","9","0.984171052631579",0.05,"SR"
"best","9","0.998842105263158",0.05,"SR"
"best","10","0.996763157894737",0.05,"SR"
"best","10","0.998736842105263",0.05,"SR"
"best","11","0.997723684210526",0.05,"SR"
"best","11","0.993881578947368",0.05,"SR"
"best","12","0.997407894736842",0.05,"SR"
"best","12","0.995447368421053",0.05,"SR"
"best","13","0.987578947368421",0.05,"SR"
"best","13","0.991131578947368",0.05,"SR"
"best","14","0.987473684210526",0.05,"SR"
"best","14","0.987171052631579",0.05,"SR"
"best","15","0.999105263157895",0.05,"SR"
"best","15","1",0.05,"SR"
"best","16","0.994315789473684",0.05,"SR"
"best","16","0.980894736842105",0.05,"SR"
"best","17","0.999223684210526",0.05,"SR"
"best","17","0.999263157894737",0.05,"SR"
"best","18","0.989421052631579",0.05,"SR"
"best","18","0.992039473684211",0.05,"SR"
"best","19","0.978105263157895",0.05,"SR"
"best","19","0.976026315789474",0.05,"SR"
"best","20","0.990381578947368",0.05,"SR"
"best","20","0.995078947368421",0.05,"SR"
"best","21","0.991776315789474",0.05,"SR"
"best","21","0.998289473684211",0.05,"SR"
"best","22","0.998",0.05,"SR"
"best","22","0.998",0.05,"SR"
"best","23","0.994315789473684",0.05,"SR"
"best","23","0.999684210526316",0.05,"SR"
"best","24","0.995763157894737",0.05,"SR"
"best","24","0.997605263157895",0.05,"SR"
"best","25","0.99225",0.05,"SR"
"best","25","0.992486842105263",0.05,"SR"
"best","26","0.986710526315789",0.05,"SR"
"best","26","0.987236842105263",0.05,"SR"
"best","27","0.993447368421053",0.05,"SR"
"best","27","0.992171052631579",0.05,"SR"
"best","28","0.987947368421053",0.05,"SR"
"best","28","0.988657894736842",0.05,"SR"
"best","29","0.999592105263158",0.05,"SR"
"best","29","0.999289473684211",0.05,"SR"
"best","30","0.998157894736842",0.05,"SR"
"best","30","0.993526315789474",0.05,"SR"
"best","31","0.997052631578947",0.05,"SR"
"best","31","1",0.05,"SR"
"best","32","0.994815789473684",0.05,"SR"
"best","32","0.997736842105263",0.05,"SR"
"best","33","0.998289473684211",0.05,"SR"
"best","33","0.991118421052632",0.05,"SR"
"best","34","0.998842105263158",0.05,"SR"
"best","34","0.986486842105263",0.05,"SR"
"best","35","0.998026315789474",0.05,"SR"
"best","35","0.998723684210526",0.05,"SR"
"best","36","0.971526315789474",0.05,"SR"
"best","36","0.988539473684211",0.05,"SR"
"best","37","1",0.05,"SR"
"best","37","0.991973684210526",0.05,"SR"
"best","38","0.989934210526316",0.05,"SR"
"best","38","1",0.05,"SR"
"best","39","0.974513157894737",0.05,"SR"
"best","39","0.988210526315789",0.05,"SR"
"best","40","0.984815789473684",0.05,"SR"
"best","40","0.979539473684211",0.05,"SR"
"best","41","0.997684210526316",0.05,"SR"
"best","41","0.996578947368421",0.05,"SR"
"best","42","0.996710526315789",0.05,"SR"
"best","42","0.98546052631579",0.05,"SR"
"best","43","0.997907894736842",0.05,"SR"
"best","43","0.983381578947368",0.05,"SR"
"best","44","0.999736842105263",0.05,"SR"
"best","44","1",0.05,"SR"
"best","45","0.995210526315789",0.05,"SR"
"best","45","0.995407894736842",0.05,"SR"
"best","46","0.998526315789474",0.05,"SR"
"best","46","0.999342105263158",0.05,"SR"
"best","47","0.984407894736842",0.05,"SR"
"best","47","0.990763157894737",0.05,"SR"
"best","48","0.991789473684211",0.05,"SR"
"best","48","0.991223684210526",0.05,"SR"
"best","49","0.996013157894737",0.05,"SR"
"best","49","1",0.05,"SR"
"best","50","0.999763157894737",0.05,"SR"
"best","50","1",0.05,"SR"
"best","51","0.991552631578947",0.05,"SR"
"best","51","0.988736842105263",0.05,"SR"
"best","52","0.980355263157895",0.05,"SR"
"best","52","0.979671052631579",0.05,"SR"
"best","53","0.992197368421053",0.05,"SR"
"best","53","0.983842105263158",0.05,"SR"
"best","54","1",0.05,"SR"
"best","54","0.987171052631579",0.05,"SR"
"best","55","0.999131578947368",0.05,"SR"
"best","55","0.995881578947368",0.05,"SR"
"best","56","1",0.05,"SR"
"best","56","1",0.05,"SR"
"best","57","1",0.05,"SR"
"best","57","0.993421052631579",0.05,"SR"
"best","58","0.999947368421053",0.05,"SR"
"best","58","0.999947368421053",0.05,"SR"
"best","59","0.98346052631579",0.05,"SR"
"best","59","0.983868421052632",0.05,"SR"
"best","60","0.999894736842105",0.05,"SR"
"best","60","1",0.05,"SR"
"best","61","0.985236842105263",0.05,"SR"
"best","61","0.986513157894737",0.05,"SR"
"best","62","0.991",0.05,"SR"
"best","62","0.997131578947368",0.05,"SR"
"best","63","0.999486842105263",0.05,"SR"
"best","63","0.997447368421053",0.05,"SR"
"best","64","0.995486842105263",0.05,"SR"
"best","64","0.99625",0.05,"SR"
"best","65","0.986934210526316",0.05,"SR"
"best","65","0.989815789473684",0.05,"SR"
"best","66","0.98225",0.05,"SR"
"best","66","0.994144736842105",0.05,"SR"
"best","67","0.97546052631579",0.05,"SR"
"best","67","0.991105263157895",0.05,"SR"
"best","68","0.988315789473684",0.05,"SR"
"best","68","0.990315789473684",0.05,"SR"
"best","69","0.986026315789474",0.05,"SR"
"best","69","0.997565789473684",0.05,"SR"
"best","70","0.990407894736842",0.05,"SR"
"best","70","0.9925",0.05,"SR"
"best","71","0.990802631578947",0.05,"SR"
"best","71","0.990815789473684",0.05,"SR"
"best","72","0.998513157894737",0.05,"SR"
"best","72","1",0.05,"SR"
"best","73","0.984407894736842",0.05,"SR"
"best","73","0.990539473684211",0.05,"SR"
"best","74","1",0.05,"SR"
"best","74","0.998815789473684",0.05,"SR"
"best","75","1",0.05,"SR"
"best","75","1",0.05,"SR"
"best","76","0.995381578947368",0.05,"SR"
