"bin_midpoint","model","prop_true","total_elements","prop_correct","blens","system"
0.025,"ER",678,43246,0.0156777505434029,0.05,"SR"
0.075,"ER",185,2602,0.0710991544965411,0.05,"SR"
0.125,"ER",131,1073,0.122087604846226,0.05,"SR"
0.175,"ER",97,604,0.160596026490066,0.05,"SR"
0.225,"ER",85,430,0.197674418604651,0.05,"SR"
0.275,"ER",76,318,0.238993710691824,0.05,"SR"
0.325,"ER",56,239,0.234309623430962,0.05,"SR"
0.375,"ER",76,217,0.350230414746544,0.05,"SR"
0.425,"ER",65,189,0.343915343915344,0.05,"SR"
0.475,"ER",80,152,0.526315789473684,0.05,"SR"
0.525,"ER",92,190,0.484210526315789,0.05,"SR"
0.575,"ER",103,187,0.550802139037433,0.05,"SR"
0.625,"ER",105,168,0.625,0.05,"SR"
0.675,"ER",130,193,0.673575129533679,0.05,"SR"
0.725,"ER",204,270,0.755555555555556,0.05,"SR"
0.775,"ER",269,349,0.770773638968481,0.05,"SR"
0.825,"ER",429,513,0.83625730994152,0.05,"SR"
0.875,"ER",860,968,0.888429752066116,0.05,"SR"
0.925,"ER",2193,2357,0.930420025456088,0.05,"SR"
0.975,"ER",145931,146589,0.99551125937144,0.05,"SR"
0.025,"best",583,47256,0.0123370577281192,0.05,"SR"
0.075,"best",183,2343,0.0781049935979513,0.05,"SR"
0.125,"best",123,1041,0.118155619596542,0.05,"SR"
0.175,"best",115,662,0.173716012084592,0.05,"SR"
0.225,"best",91,425,0.214117647058824,0.05,"SR"
0.275,"best",101,353,0.286118980169972,0.05,"SR"
0.325,"best",83,273,0.304029304029304,0.05,"SR"
0.375,"best",81,238,0.340336134453782,0.05,"SR"
0.425,"best",97,239,0.405857740585774,0.05,"SR"
0.475,"best",89,215,0.413953488372093,0.05,"SR"
0.525,"best",86,184,0.467391304347826,0.05,"SR"
0.575,"best",119,223,0.533632286995516,0.05,"SR"
0.625,"best",115,197,0.583756345177665,0.05,"SR"
0.675,"best",149,228,0.653508771929825,0.05,"SR"
0.725,"best",171,258,0.662790697674419,0.05,"SR"
0.775,"best",279,358,0.779329608938548,0.05,"SR"
0.825,"best",410,501,0.818363273453094,0.05,"SR"
0.875,"best",717,822,0.872262773722628,0.05,"SR"
0.925,"best",1631,1774,0.919391206313416,0.05,"SR"
0.975,"best",146519,147158,0.995657728427948,0.05,"SR"
0.025,"kSR",640,38380,0.0166753517457009,0.05,"SR"
0.075,"kSR",182,2364,0.0769881556683587,0.05,"SR"
0.125,"kSR",111,877,0.126567844925884,0.05,"SR"
0.175,"kSR",91,502,0.181274900398406,0.05,"SR"
0.225,"kSR",99,344,0.287790697674419,0.05,"SR"
0.275,"kSR",72,294,0.244897959183673,0.05,"SR"
0.325,"kSR",70,250,0.28,0.05,"SR"
0.375,"kSR",56,181,0.30939226519337,0.05,"SR"
0.425,"kSR",53,146,0.363013698630137,0.05,"SR"
0.475,"kSR",82,163,0.503067484662577,0.05,"SR"
0.525,"kSR",71,168,0.422619047619048,0.05,"SR"
0.575,"kSR",69,123,0.560975609756098,0.05,"SR"
0.625,"kSR",82,154,0.532467532467532,0.05,"SR"
0.675,"kSR",124,186,0.666666666666667,0.05,"SR"
0.725,"kSR",163,229,0.7117903930131,0.05,"SR"
0.775,"kSR",217,287,0.75609756097561,0.05,"SR"
0.825,"kSR",351,434,0.808755760368664,0.05,"SR"
0.875,"kSR",680,778,0.874035989717224,0.05,"SR"
0.925,"kSR",1976,2151,0.918642491864249,0.05,"SR"
0.975,"kSR",146653,147278,0.995756324773557,0.05,"SR"
0.025,"poisson",641,43231,0.0148273229858204,0.05,"SR"
0.075,"poisson",88,554,0.15884476534296,0.05,"SR"
0.125,"poisson",133,550,0.241818181818182,0.05,"SR"
0.175,"poisson",196,673,0.291233283803863,0.05,"SR"
0.225,"poisson",186,592,0.314189189189189,0.05,"SR"
0.275,"poisson",221,677,0.326440177252585,0.05,"SR"
0.325,"poisson",150,445,0.337078651685393,0.05,"SR"
0.375,"poisson",140,423,0.33096926713948,0.05,"SR"
0.425,"poisson",124,400,0.31,0.05,"SR"
0.475,"poisson",111,303,0.366336633663366,0.05,"SR"
0.525,"poisson",75,209,0.358851674641148,0.05,"SR"
0.575,"poisson",67,173,0.38728323699422,0.05,"SR"
0.625,"poisson",48,137,0.35036496350365,0.05,"SR"
0.675,"poisson",53,114,0.464912280701754,0.05,"SR"
0.725,"poisson",33,69,0.478260869565217,0.05,"SR"
0.775,"poisson",23,50,0.46,0.05,"SR"
0.825,"poisson",30,67,0.447761194029851,0.05,"SR"
0.875,"poisson",87,119,0.73109243697479,0.05,"SR"
0.925,"poisson",301,345,0.872463768115942,0.05,"SR"
0.975,"poisson",148953,149805,0.994312606388305,0.05,"SR"
