"model","rep","total_blens","mean_blens","blens","system"
"best","1","0.226424","0.0452848",0.05,"HA"
"best","2","0.225747","0.0451494",0.05,"HA"
"best","3","0.214043","0.0428086",0.05,"HA"
"best","4","0.243826","0.0487652",0.05,"HA"
"best","5","0.216277","0.0432554",0.05,"HA"
"best","6","0.311835","0.062367",0.05,"HA"
"best","7","0.205911","0.0411822",0.05,"HA"
"best","8","0.255707","0.0511414",0.05,"HA"
"best","9","0.252195","0.050439",0.05,"HA"
"best","10","0.260441","0.0520882",0.05,"HA"
"best","11","0.256241","0.0512482",0.05,"HA"
"best","12","0.267276","0.0534552",0.05,"HA"
"best","13","0.246623","0.0493246",0.05,"HA"
"best","14","0.349244","0.0698488",0.05,"HA"
"best","15","0.300792","0.0601584",0.05,"HA"
"best","16","0.2113","0.04226",0.05,"HA"
"best","17","0.235955","0.047191",0.05,"HA"
"best","18","0.192037","0.0384074",0.05,"HA"
"best","19","0.263807","0.0527614",0.05,"HA"
"best","20","0.20839","0.041678",0.05,"HA"
"best","21","0.251101","0.0502202",0.05,"HA"
"best","22","0.282107","0.0564214",0.05,"HA"
"best","23","0.258528","0.0517056",0.05,"HA"
"best","24","0.209653","0.0419306",0.05,"HA"
"best","25","0.260467","0.0520934",0.05,"HA"
"best","26","0.287765","0.057553",0.05,"HA"
"best","27","0.265822","0.0531644",0.05,"HA"
"best","28","0.232898","0.0465796",0.05,"HA"
"best","29","0.256109","0.0512218",0.05,"HA"
"best","30","0.258002","0.0516004",0.05,"HA"
"best","31","0.248161","0.0496322",0.05,"HA"
"best","32","0.2293","0.04586",0.05,"HA"
"best","33","0.2573","0.05146",0.05,"HA"
"best","34","0.235855","0.047171",0.05,"HA"
"best","35","0.237319","0.0474638",0.05,"HA"
"best","36","0.249799","0.0499598",0.05,"HA"
"best","37","0.254658","0.0509316",0.05,"HA"
"best","38","0.236079","0.0472158",0.05,"HA"
"best","39","0.256316","0.0512632",0.05,"HA"
"best","40","0.245647","0.0491294",0.05,"HA"
"best","41","0.281292","0.0562584",0.05,"HA"
"best","42","0.26561","0.053122",0.05,"HA"
"best","43","0.25074","0.050148",0.05,"HA"
"best","44","0.237958","0.0475916",0.05,"HA"
"best","45","0.265026","0.0530052",0.05,"HA"
"best","46","0.251492","0.0502984",0.05,"HA"
"best","47","0.279169","0.0558338",0.05,"HA"
"best","48","0.270265","0.054053",0.05,"HA"
"best","49","0.252723","0.0505446",0.05,"HA"
"best","50","0.275039","0.0550078",0.05,"HA"
