"bin_midpoint","model","prop_true","total_elements","prop_correct","blens","system"
0.025,"H1",265,29317,0.00903912405771395,0.05,"HA"
0.075,"H1",89,1671,0.0532615200478755,0.05,"HA"
0.125,"H1",46,425,0.108235294117647,0.05,"HA"
0.175,"H1",41,245,0.16734693877551,0.05,"HA"
0.225,"H1",43,201,0.213930348258706,0.05,"HA"
0.275,"H1",56,184,0.304347826086957,0.05,"HA"
0.325,"H1",65,192,0.338541666666667,0.05,"HA"
0.375,"H1",87,216,0.402777777777778,0.05,"HA"
0.425,"H1",65,165,0.393939393939394,0.05,"HA"
0.475,"H1",70,142,0.492957746478873,0.05,"HA"
0.525,"H1",55,133,0.413533834586466,0.05,"HA"
0.575,"H1",70,114,0.614035087719298,0.05,"HA"
0.625,"H1",61,106,0.575471698113208,0.05,"HA"
0.675,"H1",67,101,0.663366336633663,0.05,"HA"
0.725,"H1",73,99,0.737373737373737,0.05,"HA"
0.775,"H1",69,93,0.741935483870968,0.05,"HA"
0.825,"H1",125,146,0.856164383561644,0.05,"HA"
0.875,"H1",350,394,0.888324873096447,0.05,"HA"
0.925,"H1",1615,1702,0.948883666274971,0.05,"HA"
0.975,"H1",106675,106890,0.997988586397231,0.05,"HA"
0.025,"H3",296,27012,0.0109580926995409,0.05,"HA"
0.075,"H3",69,1266,0.0545023696682464,0.05,"HA"
0.125,"H3",31,290,0.106896551724138,0.05,"HA"
0.175,"H3",53,202,0.262376237623762,0.05,"HA"
0.225,"H3",50,199,0.251256281407035,0.05,"HA"
0.275,"H3",77,223,0.345291479820628,0.05,"HA"
0.325,"H3",75,223,0.336322869955157,0.05,"HA"
0.375,"H3",68,199,0.341708542713568,0.05,"HA"
0.425,"H3",66,173,0.38150289017341,0.05,"HA"
0.475,"H3",72,160,0.45,0.05,"HA"
0.525,"H3",66,144,0.458333333333333,0.05,"HA"
0.575,"H3",78,136,0.573529411764706,0.05,"HA"
0.625,"H3",75,112,0.669642857142857,0.05,"HA"
0.675,"H3",56,85,0.658823529411765,0.05,"HA"
0.725,"H3",45,81,0.555555555555556,0.05,"HA"
0.775,"H3",68,97,0.701030927835051,0.05,"HA"
0.825,"H3",86,111,0.774774774774775,0.05,"HA"
0.875,"H3",207,235,0.880851063829787,0.05,"HA"
0.925,"H3",1251,1323,0.945578231292517,0.05,"HA"
0.975,"H3",107196,107445,0.997682535250593,0.05,"HA"
0.025,"best",296,28579,0.0103572553273383,0.05,"HA"
0.075,"best",90,1676,0.0536992840095465,0.05,"HA"
0.125,"best",55,480,0.114583333333333,0.05,"HA"
0.175,"best",57,306,0.186274509803922,0.05,"HA"
0.225,"best",46,186,0.247311827956989,0.05,"HA"
0.275,"best",70,193,0.362694300518135,0.05,"HA"
0.325,"best",65,189,0.343915343915344,0.05,"HA"
0.375,"best",68,188,0.361702127659574,0.05,"HA"
0.425,"best",69,180,0.383333333333333,0.05,"HA"
0.475,"best",78,177,0.440677966101695,0.05,"HA"
0.525,"best",69,152,0.453947368421053,0.05,"HA"
0.575,"best",76,138,0.550724637681159,0.05,"HA"
0.625,"best",76,135,0.562962962962963,0.05,"HA"
0.675,"best",82,133,0.616541353383459,0.05,"HA"
0.725,"best",99,133,0.744360902255639,0.05,"HA"
0.775,"best",107,147,0.727891156462585,0.05,"HA"
0.825,"best",146,174,0.839080459770115,0.05,"HA"
0.875,"best",329,371,0.886792452830189,0.05,"HA"
0.925,"best",1360,1429,0.951714485654304,0.05,"HA"
0.975,"best",106743,106986,0.997728674779878,0.05,"HA"
0.025,"poisson",361,31509,0.0114570440191691,0.05,"HA"
0.075,"poisson",6,114,0.0526315789473684,0.05,"HA"
0.125,"poisson",34,264,0.128787878787879,0.05,"HA"
0.175,"poisson",14,82,0.170731707317073,0.05,"HA"
0.225,"poisson",82,247,0.331983805668016,0.05,"HA"
0.275,"poisson",279,806,0.346153846153846,0.05,"HA"
0.325,"poisson",257,796,0.32286432160804,0.05,"HA"
0.375,"poisson",217,642,0.338006230529595,0.05,"HA"
0.425,"poisson",149,417,0.357314148681055,0.05,"HA"
0.475,"poisson",66,159,0.415094339622642,0.05,"HA"
0.525,"poisson",64,116,0.551724137931034,0.05,"HA"
0.575,"poisson",63,112,0.5625,0.05,"HA"
0.625,"poisson",34,79,0.430379746835443,0.05,"HA"
0.675,"poisson",12,21,0.571428571428571,0.05,"HA"
0.725,"poisson",12,24,0.5,0.05,"HA"
0.775,"poisson",10,12,0.833333333333333,0.05,"HA"
0.925,"poisson",24,26,0.923076923076923,0.05,"HA"
0.975,"poisson",108268,108636,0.99661254096248,0.05,"HA"
