"model","rep","node","identity","blens","system"
"best","1","5","78.021978021978",0.8,"RBD"
"best","1","6","81.3186813186813",0.8,"RBD"
"poisson","1","5","78.5714285714286",0.8,"RBD"
"poisson","1","6","80.2197802197802",0.8,"RBD"
"RBD","1","5","80.2197802197802",0.8,"RBD"
"RBD","1","6","81.3186813186813",0.8,"RBD"
"best","2","5","78.5714285714286",0.8,"RBD"
"best","2","6","81.3186813186813",0.8,"RBD"
"poisson","2","5","78.5714285714286",0.8,"RBD"
"poisson","2","6","79.6703296703297",0.8,"RBD"
"RBD","2","5","78.5714285714286",0.8,"RBD"
"RBD","2","6","80.7692307692308",0.8,"RBD"
"best","3","5","73.0769230769231",0.8,"RBD"
"best","3","6","75.8241758241758",0.8,"RBD"
"poisson","3","5","72.5274725274725",0.8,"RBD"
"poisson","3","6","74.7252747252747",0.8,"RBD"
"RBD","3","5","73.6263736263736",0.8,"RBD"
"RBD","3","6","75.2747252747253",0.8,"RBD"
"best","4","5","79.1208791208791",0.8,"RBD"
"best","4","6","78.021978021978",0.8,"RBD"
"poisson","4","5","79.1208791208791",0.8,"RBD"
"poisson","4","6","76.3736263736264",0.8,"RBD"
"RBD","4","5","80.2197802197802",0.8,"RBD"
"RBD","4","6","78.5714285714286",0.8,"RBD"
"best","5","5","78.021978021978",0.8,"RBD"
"best","5","6","76.9230769230769",0.8,"RBD"
"poisson","5","5","79.6703296703297",0.8,"RBD"
"poisson","5","6","78.021978021978",0.8,"RBD"
"RBD","5","5","78.5714285714286",0.8,"RBD"
"RBD","5","6","76.9230769230769",0.8,"RBD"
"best","6","5","78.021978021978",0.8,"RBD"
"best","6","6","76.9230769230769",0.8,"RBD"
"poisson","6","5","75.8241758241758",0.8,"RBD"
"poisson","6","6","75.8241758241758",0.8,"RBD"
"RBD","6","5","79.1208791208791",0.8,"RBD"
"RBD","6","6","75.2747252747253",0.8,"RBD"
"best","7","5","75.2747252747253",0.8,"RBD"
"best","7","6","75.2747252747253",0.8,"RBD"
"poisson","7","5","74.1758241758242",0.8,"RBD"
"poisson","7","6","73.0769230769231",0.8,"RBD"
"RBD","7","5","74.7252747252747",0.8,"RBD"
"RBD","7","6","77.4725274725275",0.8,"RBD"
"best","8","5","73.0769230769231",0.8,"RBD"
"best","8","6","73.0769230769231",0.8,"RBD"
"poisson","8","5","73.0769230769231",0.8,"RBD"
"poisson","8","6","71.978021978022",0.8,"RBD"
"RBD","8","5","75.8241758241758",0.8,"RBD"
"RBD","8","6","68.6813186813187",0.8,"RBD"
"best","9","5","78.021978021978",0.8,"RBD"
"best","9","6","75.8241758241758",0.8,"RBD"
"poisson","9","5","78.021978021978",0.8,"RBD"
"poisson","9","6","75.8241758241758",0.8,"RBD"
"RBD","9","5","76.3736263736264",0.8,"RBD"
"RBD","9","6","76.3736263736264",0.8,"RBD"
"best","10","5","75.2747252747253",0.8,"RBD"
"best","10","6","75.8241758241758",0.8,"RBD"
"poisson","10","5","75.8241758241758",0.8,"RBD"
"poisson","10","6","75.8241758241758",0.8,"RBD"
"RBD","10","5","78.5714285714286",0.8,"RBD"
"RBD","10","6","79.6703296703297",0.8,"RBD"
"best","11","5","70.8791208791209",0.8,"RBD"
"best","11","6","75.8241758241758",0.8,"RBD"
"poisson","11","5","73.0769230769231",0.8,"RBD"
"poisson","11","6","75.2747252747253",0.8,"RBD"
"RBD","11","5","73.0769230769231",0.8,"RBD"
"RBD","11","6","76.9230769230769",0.8,"RBD"
"best","12","5","71.978021978022",0.8,"RBD"
"best","12","6","76.3736263736264",0.8,"RBD"
"poisson","12","5","73.6263736263736",0.8,"RBD"
"poisson","12","6","76.9230769230769",0.8,"RBD"
"RBD","12","5","67.032967032967",0.8,"RBD"
"RBD","12","6","75.8241758241758",0.8,"RBD"
"best","13","5","75.2747252747253",0.8,"RBD"
"best","13","6","78.5714285714286",0.8,"RBD"
"poisson","13","5","73.6263736263736",0.8,"RBD"
"poisson","13","6","78.021978021978",0.8,"RBD"
"RBD","13","5","75.2747252747253",0.8,"RBD"
"RBD","13","6","79.6703296703297",0.8,"RBD"
"best","14","5","79.1208791208791",0.8,"RBD"
"best","14","6","75.8241758241758",0.8,"RBD"
"poisson","14","5","78.021978021978",0.8,"RBD"
"poisson","14","6","75.2747252747253",0.8,"RBD"
"RBD","14","5","80.2197802197802",0.8,"RBD"
"RBD","14","6","78.021978021978",0.8,"RBD"
"best","15","5","79.1208791208791",0.8,"RBD"
"best","15","6","78.5714285714286",0.8,"RBD"
"poisson","15","5","78.021978021978",0.8,"RBD"
"poisson","15","6","75.8241758241758",0.8,"RBD"
"RBD","15","5","81.3186813186813",0.8,"RBD"
"RBD","15","6","76.3736263736264",0.8,"RBD"
"best","16","5","69.2307692307692",0.8,"RBD"
"best","16","6","70.3296703296703",0.8,"RBD"
"poisson","16","5","70.3296703296703",0.8,"RBD"
"poisson","16","6","68.6813186813187",0.8,"RBD"
