"model","rep","mean_max","blens","system"
"best","1","0.800407894736842",0.8,"SR"
"best","1","0.819631578947368",0.8,"SR"
"best","2","0.805342105263158",0.8,"SR"
"best","2","0.805618421052632",0.8,"SR"
"best","3","0.771763157894737",0.8,"SR"
"best","3","0.764144736842105",0.8,"SR"
"best","4","0.722855263157895",0.8,"SR"
"best","4","0.722855263157895",0.8,"SR"
"best","5","0.756157894736842",0.8,"SR"
"best","5","0.749355263157895",0.8,"SR"
"best","6","0.744355263157895",0.8,"SR"
"best","6","0.753828947368421",0.8,"SR"
"best","7","0.756276315789474",0.8,"SR"
"best","7","0.743447368421053",0.8,"SR"
"best","8","0.751013157894737",0.8,"SR"
"best","8","0.757697368421053",0.8,"SR"
"best","9","0.841605263157895",0.8,"SR"
"best","9","0.811552631578947",0.8,"SR"
"best","10","0.701842105263158",0.8,"SR"
"best","10","0.745355263157895",0.8,"SR"
"best","11","0.736236842105263",0.8,"SR"
"best","11","0.772026315789474",0.8,"SR"
"best","12","0.749526315789474",0.8,"SR"
"best","12","0.775960526315789",0.8,"SR"
"best","13","0.839171052631579",0.8,"SR"
"best","13","0.769342105263158",0.8,"SR"
"best","14","0.711421052631579",0.8,"SR"
"best","14","0.74846052631579",0.8,"SR"
"best","15","0.709565789473684",0.8,"SR"
"best","15","0.718157894736842",0.8,"SR"
"best","16","0.77971052631579",0.8,"SR"
"best","16","0.77971052631579",0.8,"SR"
"best","17","0.729815789473684",0.8,"SR"
"best","17","0.798552631578947",0.8,"SR"
"best","18","1",0.8,"SR"
"best","18","0.695131578947368",0.8,"SR"
"best","19","0.858894736842105",0.8,"SR"
"best","19","0.753013157894737",0.8,"SR"
"best","20","0.954763157894737",0.8,"SR"
"best","20","0.810315789473684",0.8,"SR"
"best","21","0.799671052631579",0.8,"SR"
"best","21","0.787144736842105",0.8,"SR"
"best","22","0.782552631578947",0.8,"SR"
"best","22","0.742065789473684",0.8,"SR"
"best","23","0.912315789473684",0.8,"SR"
"best","23","0.8265",0.8,"SR"
"best","24","0.779118421052632",0.8,"SR"
"best","24","0.895223684210526",0.8,"SR"
"best","25","0.769421052631579",0.8,"SR"
"best","25","0.751855263157895",0.8,"SR"
"best","26","0.771105263157895",0.8,"SR"
"best","26","0.702710526315789",0.8,"SR"
"best","27","0.724815789473684",0.8,"SR"
"best","27","0.818",0.8,"SR"
"best","28","0.730263157894737",0.8,"SR"
"best","28","0.771078947368421",0.8,"SR"
"best","29","0.811342105263158",0.8,"SR"
"best","29","0.721684210526316",0.8,"SR"
"best","30","0.782447368421053",0.8,"SR"
"best","30","0.775526315789474",0.8,"SR"
"best","31","0.752868421052632",0.8,"SR"
"best","31","0.752868421052632",0.8,"SR"
"best","32","0.836657894736842",0.8,"SR"
"best","32","0.795407894736842",0.8,"SR"
"best","33","0.744315789473684",0.8,"SR"
"best","33","0.795289473684211",0.8,"SR"
"best","34","0.769736842105263",0.8,"SR"
"best","34","0.771631578947368",0.8,"SR"
"best","35","0.83275",0.8,"SR"
"best","35","0.784342105263158",0.8,"SR"
"best","36","0.745355263157895",0.8,"SR"
"best","36","0.780276315789474",0.8,"SR"
"best","37","0.823065789473684",0.8,"SR"
"best","37","0.765171052631579",0.8,"SR"
"best","38","0.784539473684211",0.8,"SR"
"best","38","0.764894736842105",0.8,"SR"
"best","39","0.747315789473684",0.8,"SR"
"best","39","0.767460526315789",0.8,"SR"
"best","40","0.778421052631579",0.8,"SR"
"best","40","0.757473684210526",0.8,"SR"
"best","41","0.834302631578947",0.8,"SR"
"best","41","0.825934210526316",0.8,"SR"
"best","42","0.74546052631579",0.8,"SR"
"best","42","0.761157894736842",0.8,"SR"
"best","43","0.806802631578947",0.8,"SR"
"best","43","0.787421052631579",0.8,"SR"
"best","44","0.836157894736842",0.8,"SR"
"best","44","0.932368421052632",0.8,"SR"
"best","45","0.911736842105263",0.8,"SR"
"best","45","0.858315789473684",0.8,"SR"
"best","46","0.776105263157895",0.8,"SR"
"best","46","0.826828947368421",0.8,"SR"
"best","47","0.788815789473684",0.8,"SR"
"best","47","0.813894736842105",0.8,"SR"
"best","48","0.751578947368421",0.8,"SR"
"best","48","0.836526315789474",0.8,"SR"
"best","49","0.793802631578947",0.8,"SR"
"best","49","0.721947368421053",0.8,"SR"
"best","50","0.715921052631579",0.8,"SR"
"best","50","1",0.8,"SR"
"best","51","0.866157894736842",0.8,"SR"
"best","51","0.875026315789474",0.8,"SR"
"best","52","0.747578947368421",0.8,"SR"
"best","52","0.774631578947368",0.8,"SR"
"best","53","0.800763157894737",0.8,"SR"
"best","53","0.786605263157895",0.8,"SR"
"best","54","0.793105263157895",0.8,"SR"
"best","54","0.769763157894737",0.8,"SR"
"best","55","0.791710526315789",0.8,"SR"
"best","55","0.733210526315789",0.8,"SR"
"best","56","0.867407894736842",0.8,"SR"
"best","56","0.776118421052632",0.8,"SR"
"best","57","1",0.8,"SR"
"best","57","0.695355263157895",0.8,"SR"
"best","58","0.744407894736842",0.8,"SR"
"best","58","0.732710526315789",0.8,"SR"
"best","59","0.737092105263158",0.8,"SR"
"best","59","0.723947368421053",0.8,"SR"
"best","60","0.83525",0.8,"SR"
"best","60","0.782039473684211",0.8,"SR"
"best","61","0.774144736842105",0.8,"SR"
"best","61","0.714684210526316",0.8,"SR"
"best","62","0.781671052631579",0.8,"SR"
"best","62","0.853723684210526",0.8,"SR"
"best","63","0.752092105263158",0.8,"SR"
"best","63","0.839052631578947",0.8,"SR"
"best","64","0.835631578947368",0.8,"SR"
"best","64","0.838539473684211",0.8,"SR"
"best","65","0.793828947368421",0.8,"SR"
"best","65","0.790565789473684",0.8,"SR"
"best","66","0.738552631578947",0.8,"SR"
"best","66","0.752697368421053",0.8,"SR"
"best","67","0.765697368421053",0.8,"SR"
"best","67","0.741592105263158",0.8,"SR"
"best","68","0.868118421052632",0.8,"SR"
"best","68","0.755921052631579",0.8,"SR"
"best","69","0.78225",0.8,"SR"
"best","69","0.828486842105263",0.8,"SR"
"best","70","0.73746052631579",0.8,"SR"
"best","70","0.735236842105263",0.8,"SR"
"best","71","0.758631578947368",0.8,"SR"
"best","71","0.731184210526316",0.8,"SR"
"best","72","0.745763157894737",0.8,"SR"
"best","72","0.753302631578947",0.8,"SR"
"best","73","1",0.8,"SR"
