"model","rep","node","identity","blens","system"
"best","1","5","71.8181818181818",0.8,"HA"
"best","1","6","69.8181818181818",0.8,"HA"
"poisson","1","5","66.5454545454545",0.8,"HA"
"poisson","1","6","65.6363636363636",0.8,"HA"
"H1","1","5","72",0.8,"HA"
"H1","1","6","68.3636363636364",0.8,"HA"
"H3","1","5","71.6363636363636",0.8,"HA"
"H3","1","6","70.9090909090909",0.8,"HA"
"best","2","5","70.3636363636364",0.8,"HA"
"best","2","6","70.5454545454545",0.8,"HA"
"poisson","2","5","67.6363636363636",0.8,"HA"
"poisson","2","6","67.4545454545455",0.8,"HA"
"H1","2","5","71.2727272727273",0.8,"HA"
"H1","2","6","71.2727272727273",0.8,"HA"
"H3","2","5","71.8181818181818",0.8,"HA"
"H3","2","6","70.3636363636364",0.8,"HA"
"best","3","5","72.1818181818182",0.8,"HA"
"best","3","6","70.7272727272727",0.8,"HA"
"poisson","3","5","67.6363636363636",0.8,"HA"
"poisson","3","6","69.6363636363636",0.8,"HA"
"H1","3","5","72.5454545454545",0.8,"HA"
"H1","3","6","70.7272727272727",0.8,"HA"
"H3","3","5","72.9090909090909",0.8,"HA"
"H3","3","6","70.5454545454545",0.8,"HA"
"best","4","5","67.8181818181818",0.8,"HA"
"best","4","6","71.2727272727273",0.8,"HA"
"poisson","4","5","66.7272727272727",0.8,"HA"
"poisson","4","6","67.4545454545455",0.8,"HA"
"H1","4","5","67.0909090909091",0.8,"HA"
"H1","4","6","71.6363636363636",0.8,"HA"
"H3","4","5","66.5454545454545",0.8,"HA"
"H3","4","6","70",0.8,"HA"
"best","5","5","70.5454545454545",0.8,"HA"
"best","5","6","72.5454545454545",0.8,"HA"
"poisson","5","5","69.8181818181818",0.8,"HA"
"poisson","5","6","70.1818181818182",0.8,"HA"
"H1","5","5","72.3636363636364",0.8,"HA"
"H1","5","6","73.0909090909091",0.8,"HA"
"H3","5","5","71.8181818181818",0.8,"HA"
"H3","5","6","72.7272727272727",0.8,"HA"
"best","6","5","69.8181818181818",0.8,"HA"
"best","6","6","75.0909090909091",0.8,"HA"
"poisson","6","5","67.8181818181818",0.8,"HA"
"poisson","6","6","72.7272727272727",0.8,"HA"
"H1","6","5","70",0.8,"HA"
"H1","6","6","75.0909090909091",0.8,"HA"
"H3","6","5","70.9090909090909",0.8,"HA"
"H3","6","6","75.4545454545455",0.8,"HA"
"best","7","5","68.3636363636364",0.8,"HA"
"best","7","6","72.7272727272727",0.8,"HA"
"poisson","7","5","66.7272727272727",0.8,"HA"
"poisson","7","6","71.0909090909091",0.8,"HA"
"H1","7","5","69.2727272727273",0.8,"HA"
"H1","7","6","72.9090909090909",0.8,"HA"
"H3","7","5","69.4545454545455",0.8,"HA"
"H3","7","6","72.9090909090909",0.8,"HA"
"best","8","5","71.0909090909091",0.8,"HA"
"best","8","6","72.7272727272727",0.8,"HA"
"poisson","8","5","70.3636363636364",0.8,"HA"
"poisson","8","6","69.2727272727273",0.8,"HA"
"H1","8","5","72",0.8,"HA"
"H1","8","6","73.4545454545455",0.8,"HA"
"H3","8","5","71.6363636363636",0.8,"HA"
"H3","8","6","72.3636363636364",0.8,"HA"
"best","9","5","71.0909090909091",0.8,"HA"
"best","9","6","69.8181818181818",0.8,"HA"
