"model","rep","mean_max","blens","system"
"best","1","0.863225274725275",0.8,"RBD"
"best","1","0.866708791208791",0.8,"RBD"
"best","2","0.87593956043956",0.8,"RBD"
"best","2","0.868928571428571",0.8,"RBD"
"best","3","0.858049450549451",0.8,"RBD"
"best","3","0.86382967032967",0.8,"RBD"
"best","4","0.85778021978022",0.8,"RBD"
"best","4","0.846043956043956",0.8,"RBD"
"best","5","0.826521978021978",0.8,"RBD"
"best","5","0.836412087912088",0.8,"RBD"
"best","6","0.843087912087912",0.8,"RBD"
"best","6","0.850054945054945",0.8,"RBD"
"best","7","0.862906593406593",0.8,"RBD"
"best","7","0.843945054945055",0.8,"RBD"
"best","8","0.83439010989011",0.8,"RBD"
"best","8","0.864489010989011",0.8,"RBD"
"best","9","0.877659340659341",0.8,"RBD"
"best","9","0.870434065934066",0.8,"RBD"
"best","10","0.8405",0.8,"RBD"
"best","10","0.848087912087912",0.8,"RBD"
"best","11","0.837983516483516",0.8,"RBD"
"best","11","0.839142857142857",0.8,"RBD"
"best","12","0.78928021978022",0.8,"RBD"
"best","12","0.828554945054945",0.8,"RBD"
"best","13","0.853175824175824",0.8,"RBD"
"best","13","0.841065934065934",0.8,"RBD"
"best","14","0.844505494505495",0.8,"RBD"
"best","14","0.817664835164835",0.8,"RBD"
"best","15","0.88239010989011",0.8,"RBD"
"best","15","0.868961538461538",0.8,"RBD"
"best","16","0.824335164835165",0.8,"RBD"
"best","16","0.817538461538462",0.8,"RBD"
"best","17","0.828445054945055",0.8,"RBD"
"best","17","0.817763736263736",0.8,"RBD"
"best","18","0.859197802197802",0.8,"RBD"
"best","18","0.823065934065934",0.8,"RBD"
"best","19","0.844692307692308",0.8,"RBD"
"best","19","0.822725274725275",0.8,"RBD"
"best","20","0.845681318681319",0.8,"RBD"
"best","20","0.819538461538462",0.8,"RBD"
"best","21","0.851351648351648",0.8,"RBD"
"best","21","0.868203296703297",0.8,"RBD"
"best","22","0.853736263736264",0.8,"RBD"
"best","22","0.843016483516484",0.8,"RBD"
"best","23","0.79639010989011",0.8,"RBD"
"best","23","0.812384615384615",0.8,"RBD"
"best","24","0.868005494505494",0.8,"RBD"
"best","24","0.860115384615385",0.8,"RBD"
"best","25","0.83578021978022",0.8,"RBD"
"best","25","0.862351648351648",0.8,"RBD"
"best","26","0.812813186813187",0.8,"RBD"
"best","26","0.840714285714286",0.8,"RBD"
"best","27","0.840637362637363",0.8,"RBD"
"best","27","0.830752747252747",0.8,"RBD"
"best","28","0.878972527472528",0.8,"RBD"
"best","28","0.848571428571429",0.8,"RBD"
"best","29","0.874434065934066",0.8,"RBD"
"best","29","0.859296703296703",0.8,"RBD"
"best","30","0.875005494505494",0.8,"RBD"
"best","30","0.87578021978022",0.8,"RBD"
"best","31","0.802565934065934",0.8,"RBD"
"best","31","0.845637362637363",0.8,"RBD"
"best","32","0.799368131868132",0.8,"RBD"
"best","32","0.781527472527473",0.8,"RBD"
"best","33","0.838324175824176",0.8,"RBD"
"best","33","0.839774725274725",0.8,"RBD"
"best","34","0.82606043956044",0.8,"RBD"
"best","34","0.841027472527473",0.8,"RBD"
"best","35","0.85378021978022",0.8,"RBD"
"best","35","0.843175824175824",0.8,"RBD"
"best","36","0.873395604395604",0.8,"RBD"
"best","36","0.849346153846154",0.8,"RBD"
"best","37","0.813873626373626",0.8,"RBD"
"best","37","0.832802197802198",0.8,"RBD"
"best","38","0.795087912087912",0.8,"RBD"
"best","38","0.793038461538462",0.8,"RBD"
"best","39","0.899445054945055",0.8,"RBD"
"best","39","0.863895604395604",0.8,"RBD"
"best","40","0.845236263736264",0.8,"RBD"
"best","40","0.822093406593407",0.8,"RBD"
"best","41","0.835967032967033",0.8,"RBD"
"best","41","0.82767032967033",0.8,"RBD"
"best","42","0.844813186813187",0.8,"RBD"
"best","42","0.853884615384615",0.8,"RBD"
"best","43","0.819324175824176",0.8,"RBD"
"best","43","0.799461538461538",0.8,"RBD"
"best","44","0.85232967032967",0.8,"RBD"
"best","44","0.836412087912088",0.8,"RBD"
"best","45","0.834252747252747",0.8,"RBD"
"best","45","0.829412087912088",0.8,"RBD"
"best","46","0.822467032967033",0.8,"RBD"
"best","46","0.835576923076923",0.8,"RBD"
"best","47","0.805758241758242",0.8,"RBD"
"best","47","0.797582417582418",0.8,"RBD"
"best","48","0.839434065934066",0.8,"RBD"
"best","48","0.82228021978022",0.8,"RBD"
"best","49","0.823730769230769",0.8,"RBD"
"best","49","0.866456043956044",0.8,"RBD"
"best","50","0.834741758241758",0.8,"RBD"
"best","50","0.861192307692308",0.8,"RBD"
"best","51","0.856412087912088",0.8,"RBD"
"best","51","0.860758241758242",0.8,"RBD"
"best","52","0.815241758241758",0.8,"RBD"
"best","52","0.798302197802198",0.8,"RBD"
"best","53","0.852412087912088",0.8,"RBD"
"best","53","0.841840659340659",0.8,"RBD"
"best","54","0.811252747252747",0.8,"RBD"
"best","54","0.815291208791209",0.8,"RBD"
"best","55","0.855708791208791",0.8,"RBD"
"best","55","0.820615384615385",0.8,"RBD"
"best","56","0.806357142857143",0.8,"RBD"
"best","56","0.852483516483517",0.8,"RBD"
"best","57","0.802593406593407",0.8,"RBD"
"best","57","0.784714285714286",0.8,"RBD"
"best","58","0.77910989010989",0.8,"RBD"
"best","58","0.785945054945055",0.8,"RBD"
"best","59","0.790153846153846",0.8,"RBD"
"best","59","0.767054945054945",0.8,"RBD"
"best","60","0.884076923076923",0.8,"RBD"
"best","60","0.893840659340659",0.8,"RBD"
"best","61","0.859901098901099",0.8,"RBD"
"best","61","0.85389010989011",0.8,"RBD"
"best","62","0.851857142857143",0.8,"RBD"
"best","62","0.843961538461538",0.8,"RBD"
"best","63","0.799296703296703",0.8,"RBD"
"best","63","0.79682967032967",0.8,"RBD"
"best","64","0.84632967032967",0.8,"RBD"
"best","64","0.830054945054945",0.8,"RBD"
"best","65","0.880879120879121",0.8,"RBD"
"best","65","0.883681318681319",0.8,"RBD"
"best","66","0.839450549450549",0.8,"RBD"
"best","66","0.848159340659341",0.8,"RBD"
"best","67","0.814296703296703",0.8,"RBD"
"best","67","0.807357142857143",0.8,"RBD"
"best","68","0.846395604395604",0.8,"RBD"
"best","68","0.817758241758242",0.8,"RBD"
"best","69","0.850697802197802",0.8,"RBD"
"best","69","0.851368131868132",0.8,"RBD"
"best","70","0.877538461538461",0.8,"RBD"
"best","70","0.856098901098901",0.8,"RBD"
"best","71","0.898208791208791",0.8,"RBD"
"best","71","0.807582417582418",0.8,"RBD"
"best","72","0.855884615384615",0.8,"RBD"
"best","72","0.864906593406593",0.8,"RBD"
"best","73","0.819906593406593",0.8,"RBD"
"best","73","0.867362637362637",0.8,"RBD"
"best","74","0.835153846153846",0.8,"RBD"
"best","74","0.81178021978022",0.8,"RBD"
"best","75","0.867857142857143",0.8,"RBD"
"best","75","0.860692307692308",0.8,"RBD"
"best","76","0.778582417582418",0.8,"RBD"
"best","76","0.794076923076923",0.8,"RBD"
"best","77","0.793521978021978",0.8,"RBD"
"best","77","0.83832967032967",0.8,"RBD"
"best","78","0.859862637362637",0.8,"RBD"
"best","78","0.861406593406593",0.8,"RBD"
"best","79","0.863021978021978",0.8,"RBD"
"best","79","0.880708791208791",0.8,"RBD"
"best","80","0.818043956043956",0.8,"RBD"
